Label;Split;Style;Action;Business Object;Tags
empowerment;['empowerment'];AN;;;ANNO ANO
emu;['emu'];AN;;;ANNO ANO
encirclement;['encirclement'];AN;;;ANNO ANO
encyclopedia;['encyclopedia'];AN;;;ANNO ANO
end;['end'];AN;;;ANNO ANO
endothelium;['endothelium'];AN;;;ANNO ANO
enemy;['enemy'];AN;;;ANNO ANO
energy;['energy'];AN;;;ANNO ANO
engine;['engine'];AN;;;ANNO ANO
engineer;['engineer'];AN;;;ANNO ANO
engineering;['engineering'];AN;;;ANNO ANO
english;['english'];AN;;;ANNO ANO
enigma;['enigma'];AN;;;ANNO ANO
enquiry;['enquiry'];AN;;;ANNO ANO
entertainment;['entertainment'];AN;;;ANNO ANO
entrance;['entrance'];AN;;;ANNO ANO
entry;['entry'];AN;;;ANNO ANO
environment;['environment'];AN;;;ANNO ANO
epauliere;['epauliere'];AN;;;ANNO ANO
epee;['epee'];AN;;;ANNO ANO
ephemera;['ephemera'];AN;;;ANNO ANO
ephemeris;['ephemeris'];AN;;;ANNO ANO
epoch;['epoch'];AN;;;ANNO ANO
eponym;['eponym'];AN;;;ANNO ANO
epoxy;['epoxy'];AN;;;ANNO ANO
equinox;['equinox'];AN;;;ANNO ANO
equipment;['equipment'];AN;;;ANNO ANO
era;['era'];AN;;;ANNO ANO
e-reader;['e-reader'];AN;;;ANNO ANO
error;['error'];AN;;;ANNO ANO
escape;['escape'];AN;;;ANNO ANO
espadrille;['espadrille'];AN;;;ANNO ANO
espalier;['espalier'];AN;;;ANNO ANO
establishment;['establishment'];AN;;;ANNO ANO
estate;['estate'];AN;;;ANNO ANO
estimate;['estimate'];AN;;;ANNO ANO
estrogen;['estrogen'];AN;;;ANNO ANO
estuary;['estuary'];AN;;;ANNO ANO
ethernet;['ethernet'];AN;;;ANNO ANO
ethiopia;['ethiopia'];AN;;;ANNO ANO
euphonium;['euphonium'];AN;;;ANNO ANO
eurocentrism;['eurocentrism'];AN;;;ANNO ANO
europe;['europe'];AN;;;ANNO ANO
evaluator;['evaluator'];AN;;;ANNO ANO
evening;['evening'];AN;;;ANNO ANO
evening-wear;['evening-wear'];AN;;;ANNO ANO
event;['event'];AN;;;ANNO ANO
eviction;['eviction'];AN;;;ANNO ANO
evidence;['evidence'];AN;;;ANNO ANO
evocation;['evocation'];AN;;;ANNO ANO
examination;['examination'];AN;;;ANNO ANO
examiner;['examiner'];AN;;;ANNO ANO
example;['example'];AN;;;ANNO ANO
exchange;['exchange'];AN;;;ANNO ANO
exclamation;['exclamation'];AN;;;ANNO ANO
excuse;['excuse'];AN;;;ANNO ANO
executor;['executor'];AN;;;ANNO ANO
exhaust;['exhaust'];AN;;;ANNO ANO
ex-husband;['ex-husband'];AN;;;ANNO ANO
exile;['exile'];AN;;;ANNO ANO
existence;['existence'];AN;;;ANNO ANO
exit;['exit'];AN;;;ANNO ANO
expansion;['expansion'];AN;;;ANNO ANO
expansionism;['expansionism'];AN;;;ANNO ANO
experience;['experience'];AN;;;ANNO ANO
expert;['expert'];AN;;;ANNO ANO
explanation;['explanation'];AN;;;ANNO ANO
exposition;['exposition'];AN;;;ANNO ANO
extension;['extension'];AN;;;ANNO ANO
extent;['extent'];AN;;;ANNO ANO
extreme;['extreme'];AN;;;ANNO ANO
ex-wife;['ex-wife'];AN;;;ANNO ANO
eye;['eye'];AN;;;ANNO ANO
eyeball;['eyeball'];AN;;;ANNO ANO
eyebrow;['eyebrow'];AN;;;ANNO ANO
eyebrows;['eyebrows'];AN;;;ANNO ANO
eyeglasses;['eyeglasses'];AN;;;ANNO ANO
eyelash;['eyelash'];AN;;;ANNO ANO
eyelashes;['eyelashes'];AN;;;ANNO ANO
eyelid;['eyelid'];AN;;;ANNO ANO
eyelids;['eyelids'];AN;;;ANNO ANO
eyeliner;['eyeliner'];AN;;;ANNO ANO
eyestrain;['eyestrain'];AN;;;ANNO ANO
face;['face'];AN;;;ANNO ANO
facelift;['facelift'];AN;;;ANNO ANO
facet;['facet'];AN;;;ANNO ANO
facilities;['facilities'];AN;;;ANNO ANO
facsimile;['facsimile'];AN;;;ANNO ANO
fact;['fact'];AN;;;ANNO ANO
factor;['factor'];AN;;;ANNO ANO
factory;['factory'];AN;;;ANNO ANO
faculty;['faculty'];AN;;;ANNO ANO
fahrenheit;['fahrenheit'];AN;;;ANNO ANO
fairies;['fairies'];AN;;;ANNO ANO
fairy;['fairy'];AN;;;ANNO ANO
fall;['fall'];AN;;;ANNO ANO
falling-out;['falling-out'];AN;;;ANNO ANO
familiar;['familiar'];AN;;;ANNO ANO
family;['family'];AN;;;ANNO ANO
fan;['fan'];AN;;;ANNO ANO
fang;['fang'];AN;;;ANNO ANO
fanlight;['fanlight'];AN;;;ANNO ANO
fanny;['fanny'];AN;;;ANNO ANO
fanny-pack;['fanny-pack'];AN;;;ANNO ANO
farm;['farm'];AN;;;ANNO ANO
farmer;['farmer'];AN;;;ANNO ANO
fascia;['fascia'];AN;;;ANNO ANO
fat;['fat'];AN;;;ANNO ANO
father;['father'];AN;;;ANNO ANO
father-in-law;['father-in-law'];AN;;;ANNO ANO
fatigues;['fatigues'];AN;;;ANNO ANO
faucet;['faucet'];AN;;;ANNO ANO
fault;['fault'];AN;;;ANNO ANO
fawn;['fawn'];AN;;;ANNO ANO
fax;['fax'];AN;;;ANNO ANO
fear;['fear'];AN;;;ANNO ANO
feast;['feast'];AN;;;ANNO ANO
feather;['feather'];AN;;;ANNO ANO
feature;['feature'];AN;;;ANNO ANO
february;['february'];AN;;;ANNO ANO
fedelini;['fedelini'];AN;;;ANNO ANO
fedora;['fedora'];AN;;;ANNO ANO
feed;['feed'];AN;;;ANNO ANO
feedback;['feedback'];AN;;;ANNO ANO
feeling;['feeling'];AN;;;ANNO ANO
feet;['feet'];AN;;;ANNO ANO
felony;['felony'];AN;;;ANNO ANO
female;['female'];AN;;;ANNO ANO
fen;['fen'];AN;;;ANNO ANO
fence;['fence'];AN;;;ANNO ANO
fencing;['fencing'];AN;;;ANNO ANO
fender;['fender'];AN;;;ANNO ANO
ferry;['ferry'];AN;;;ANNO ANO
ferryboat;['ferryboat'];AN;;;ANNO ANO
fertilizer;['fertilizer'];AN;;;ANNO ANO
few;['few'];AN;;;ANNO ANO
fiber;['fiber'];AN;;;ANNO ANO
fiberglass;['fiberglass'];AN;;;ANNO ANO
fibre;['fibre'];AN;;;ANNO ANO
fiction;['fiction'];AN;;;ANNO ANO
fiddle;['fiddle'];AN;;;ANNO ANO
field;['field'];AN;;;ANNO ANO
fifth;['fifth'];AN;;;ANNO ANO
fight;['fight'];AN;;;ANNO ANO
fighter;['fighter'];AN;;;ANNO ANO
figurine;['figurine'];AN;;;ANNO ANO
file;['file'];AN;;;ANNO ANO
fill;['fill'];AN;;;ANNO ANO
filly;['filly'];AN;;;ANNO ANO
filth;['filth'];AN;;;ANNO ANO
final;['final'];AN;;;ANNO ANO
finance;['finance'];AN;;;ANNO ANO
find;['find'];AN;;;ANNO ANO
fine;['fine'];AN;;;ANNO ANO
finger;['finger'];AN;;;ANNO ANO
fingernail;['fingernail'];AN;;;ANNO ANO
finisher;['finisher'];AN;;;ANNO ANO
fir;['fir'];AN;;;ANNO ANO
fire;['fire'];AN;;;ANNO ANO
fireman;['fireman'];AN;;;ANNO ANO
fireplace;['fireplace'];AN;;;ANNO ANO
firewall;['firewall'];AN;;;ANNO ANO
fish;['fish'];AN;;;ANNO ANO
fishbone;['fishbone'];AN;;;ANNO ANO
fisherman;['fisherman'];AN;;;ANNO ANO
fishery;['fishery'];AN;;;ANNO ANO
fishmonger;['fishmonger'];AN;;;ANNO ANO
fishnet;['fishnet'];AN;;;ANNO ANO
fisting;['fisting'];AN;;;ANNO ANO
fix;['fix'];AN;;;ANNO ANO
fixture;['fixture'];AN;;;ANNO ANO
flag;['flag'];AN;;;ANNO ANO
flame;['flame'];AN;;;ANNO ANO
flanker;['flanker'];AN;;;ANNO ANO
flare;['flare'];AN;;;ANNO ANO
flash;['flash'];AN;;;ANNO ANO
flat;['flat'];AN;;;ANNO ANO
flatboat;['flatboat'];AN;;;ANNO ANO
flavor;['flavor'];AN;;;ANNO ANO
flax;['flax'];AN;;;ANNO ANO
fleck;['fleck'];AN;;;ANNO ANO
fleece;['fleece'];AN;;;ANNO ANO
flesh;['flesh'];AN;;;ANNO ANO
flight;['flight'];AN;;;ANNO ANO
flintlock;['flintlock'];AN;;;ANNO ANO
flip-flops;['flip-flops'];AN;;;ANNO ANO
flock;['flock'];AN;;;ANNO ANO
flood;['flood'];AN;;;ANNO ANO
floor;['floor'];AN;;;ANNO ANO
floozie;['floozie'];AN;;;ANNO ANO
flower;['flower'];AN;;;ANNO ANO
flu;['flu'];AN;;;ANNO ANO
flugelhorn;['flugelhorn'];AN;;;ANNO ANO
fluke;['fluke'];AN;;;ANNO ANO
flute;['flute'];AN;;;ANNO ANO
fly;['fly'];AN;;;ANNO ANO
flytrap;['flytrap'];AN;;;ANNO ANO
foam;['foam'];AN;;;ANNO ANO
fob;['fob'];AN;;;ANNO ANO
focus;['focus'];AN;;;ANNO ANO
fog;['fog'];AN;;;ANNO ANO
fold;['fold'];AN;;;ANNO ANO
folder;['folder'];AN;;;ANNO ANO
fondue;['fondue'];AN;;;ANNO ANO
font;['font'];AN;;;ANNO ANO
food;['food'];AN;;;ANNO ANO
foot;['foot'];AN;;;ANNO ANO
football;['football'];AN;;;ANNO ANO
footnote;['footnote'];AN;;;ANNO ANO
footrest;['footrest'];AN;;;ANNO ANO
foot-rest;['foot-rest'];AN;;;ANNO ANO
footstool;['footstool'];AN;;;ANNO ANO
foray;['foray'];AN;;;ANNO ANO
force;['force'];AN;;;ANNO ANO
forearm;['forearm'];AN;;;ANNO ANO
forebear;['forebear'];AN;;;ANNO ANO
forecast;['forecast'];AN;;;ANNO ANO
forehead;['forehead'];AN;;;ANNO ANO
forest;['forest'];AN;;;ANNO ANO
forestry;['forestry'];AN;;;ANNO ANO
forgery;['forgery'];AN;;;ANNO ANO
fork;['fork'];AN;;;ANNO ANO
form;['form'];AN;;;ANNO ANO
formal;['formal'];AN;;;ANNO ANO
format;['format'];AN;;;ANNO ANO
former;['former'];AN;;;ANNO ANO
fort;['fort'];AN;;;ANNO ANO
fortnight;['fortnight'];AN;;;ANNO ANO
fortress;['fortress'];AN;;;ANNO ANO
forum;['forum'];AN;;;ANNO ANO
foundation;['foundation'];AN;;;ANNO ANO
fountain;['fountain'];AN;;;ANNO ANO
fowl;['fowl'];AN;;;ANNO ANO
fox;['fox'];AN;;;ANNO ANO
foxglove;['foxglove'];AN;;;ANNO ANO
fragrance;['fragrance'];AN;;;ANNO ANO
frame;['frame'];AN;;;ANNO ANO
france;['france'];AN;;;ANNO ANO
fratricide;['fratricide'];AN;;;ANNO ANO
fraudster;['fraudster'];AN;;;ANNO ANO
frazzle;['frazzle'];AN;;;ANNO ANO
freckle;['freckle'];AN;;;ANNO ANO
freeplay;['freeplay'];AN;;;ANNO ANO
freeze;['freeze'];AN;;;ANNO ANO
freezer;['freezer'];AN;;;ANNO ANO
freight;['freight'];AN;;;ANNO ANO
freighter;['freighter'];AN;;;ANNO ANO
french;['french'];AN;;;ANNO ANO
freon;['freon'];AN;;;ANNO ANO
fresco;['fresco'];AN;;;ANNO ANO
friction;['friction'];AN;;;ANNO ANO
friday;['friday'];AN;;;ANNO ANO
fridge;['fridge'];AN;;;ANNO ANO
friend;['friend'];AN;;;ANNO ANO
friendship;['friendship'];AN;;;ANNO ANO
frigate;['frigate'];AN;;;ANNO ANO
fringe;['fringe'];AN;;;ANNO ANO
frock;['frock'];AN;;;ANNO ANO
frog;['frog'];AN;;;ANNO ANO
front;['front'];AN;;;ANNO ANO
frost;['frost'];AN;;;ANNO ANO
frown;['frown'];AN;;;ANNO ANO
fruit;['fruit'];AN;;;ANNO ANO
frustration;['frustration'];AN;;;ANNO ANO
fuel;['fuel'];AN;;;ANNO ANO
fulfillment;['fulfillment'];AN;;;ANNO ANO
full;['full'];AN;;;ANNO ANO
function;['function'];AN;;;ANNO ANO
fundraising;['fundraising'];AN;;;ANNO ANO
funny;['funny'];AN;;;ANNO ANO
fur;['fur'];AN;;;ANNO ANO
furnace;['furnace'];AN;;;ANNO ANO
furniture;['furniture'];AN;;;ANNO ANO
fusarium;['fusarium'];AN;;;ANNO ANO
futon;['futon'];AN;;;ANNO ANO
future;['future'];AN;;;ANNO ANO
gaffer;['gaffer'];AN;;;ANNO ANO
gaiters;['gaiters'];AN;;;ANNO ANO
gale;['gale'];AN;;;ANNO ANO
gall-bladder;['gall-bladder'];AN;;;ANNO ANO
galleon;['galleon'];AN;;;ANNO ANO
gallery;['gallery'];AN;;;ANNO ANO
galley;['galley'];AN;;;ANNO ANO
gallon;['gallon'];AN;;;ANNO ANO
galoshes;['galoshes'];AN;;;ANNO ANO
game;['game'];AN;;;ANNO ANO
gamebird;['gamebird'];AN;;;ANNO ANO
gamma-ray;['gamma-ray'];AN;;;ANNO ANO
gander;['gander'];AN;;;ANNO ANO
gap;['gap'];AN;;;ANNO ANO
garage;['garage'];AN;;;ANNO ANO
garb;['garb'];AN;;;ANNO ANO
garbage;['garbage'];AN;;;ANNO ANO
garden;['garden'];AN;;;ANNO ANO
garlic;['garlic'];AN;;;ANNO ANO
garment;['garment'];AN;;;ANNO ANO
garter;['garter'];AN;;;ANNO ANO
gas;['gas'];AN;;;ANNO ANO
gasoline;['gasoline'];AN;;;ANNO ANO
gastropod;['gastropod'];AN;;;ANNO ANO
gate;['gate'];AN;;;ANNO ANO
gateway;['gateway'];AN;;;ANNO ANO
gather;['gather'];AN;;;ANNO ANO
gauge;['gauge'];AN;;;ANNO ANO
gauntlet;['gauntlet'];AN;;;ANNO ANO
gazebo;['gazebo'];AN;;;ANNO ANO
gazelle;['gazelle'];AN;;;ANNO ANO
gear;['gear'];AN;;;ANNO ANO
gearshift;['gearshift'];AN;;;ANNO ANO
geese;['geese'];AN;;;ANNO ANO
gelding;['gelding'];AN;;;ANNO ANO
gem;['gem'];AN;;;ANNO ANO
gemini;['gemini'];AN;;;ANNO ANO
gemsbok;['gemsbok'];AN;;;ANNO ANO
gender;['gender'];AN;;;ANNO ANO
gene;['gene'];AN;;;ANNO ANO
general;['general'];AN;;;ANNO ANO
genetics;['genetics'];AN;;;ANNO ANO
geography;['geography'];AN;;;ANNO ANO
geology;['geology'];AN;;;ANNO ANO
geometry;['geometry'];AN;;;ANNO ANO
george;['george'];AN;;;ANNO ANO
geranium;['geranium'];AN;;;ANNO ANO
gerbil;['gerbil'];AN;;;ANNO ANO
geriatrician;['geriatrician'];AN;;;ANNO ANO
german;['german'];AN;;;ANNO ANO
germany;['germany'];AN;;;ANNO ANO
geyser;['geyser'];AN;;;ANNO ANO
ghana;['ghana'];AN;;;ANNO ANO
gherkin;['gherkin'];AN;;;ANNO ANO
ghost;['ghost'];AN;;;ANNO ANO
giant;['giant'];AN;;;ANNO ANO
gigantism;['gigantism'];AN;;;ANNO ANO
ginseng;['ginseng'];AN;;;ANNO ANO
giraffe;['giraffe'];AN;;;ANNO ANO
girdle;['girdle'];AN;;;ANNO ANO
girl;['girl'];AN;;;ANNO ANO
git;['git'];AN;;;ANNO ANO
glad;['glad'];AN;;;ANNO ANO
gladiolus;['gladiolus'];AN;;;ANNO ANO
gland;['gland'];AN;;;ANNO ANO
glass;['glass'];AN;;;ANNO ANO
glasses;['glasses'];AN;;;ANNO ANO
glen;['glen'];AN;;;ANNO ANO
glider;['glider'];AN;;;ANNO ANO
gliding;['gliding'];AN;;;ANNO ANO
glockenspiel;['glockenspiel'];AN;;;ANNO ANO
glove;['glove'];AN;;;ANNO ANO
gloves;['gloves'];AN;;;ANNO ANO
glue;['glue'];AN;;;ANNO ANO
glut;['glut'];AN;;;ANNO ANO
goal;['goal'];AN;;;ANNO ANO
goat;['goat'];AN;;;ANNO ANO
gobbler;['gobbler'];AN;;;ANNO ANO
godmother;['godmother'];AN;;;ANNO ANO
goggles;['goggles'];AN;;;ANNO ANO
go-kart;['go-kart'];AN;;;ANNO ANO
gold;['gold'];AN;;;ANNO ANO
goldfish;['goldfish'];AN;;;ANNO ANO
golf;['golf'];AN;;;ANNO ANO
gondola;['gondola'];AN;;;ANNO ANO
gong;['gong'];AN;;;ANNO ANO
good;['good'];AN;;;ANNO ANO
goodbye;['goodbye'];AN;;;ANNO ANO
good-bye;['good-bye'];AN;;;ANNO ANO
goodie;['goodie'];AN;;;ANNO ANO
goose;['goose'];AN;;;ANNO ANO
gopher;['gopher'];AN;;;ANNO ANO
gore-tex;['gore-tex'];AN;;;ANNO ANO
gorilla;['gorilla'];AN;;;ANNO ANO
gosling;['gosling'];AN;;;ANNO ANO
governance;['governance'];AN;;;ANNO ANO
government;['government'];AN;;;ANNO ANO
governor;['governor'];AN;;;ANNO ANO
gown;['gown'];AN;;;ANNO ANO
grab-bag;['grab-bag'];AN;;;ANNO ANO
grade;['grade'];AN;;;ANNO ANO
grain;['grain'];AN;;;ANNO ANO
gram;['gram'];AN;;;ANNO ANO
granddaughter;['granddaughter'];AN;;;ANNO ANO
grandfather;['grandfather'];AN;;;ANNO ANO
grandmom;['grandmom'];AN;;;ANNO ANO
grandmother;['grandmother'];AN;;;ANNO ANO
grandson;['grandson'];AN;;;ANNO ANO
granny;['granny'];AN;;;ANNO ANO
grape;['grape'];AN;;;ANNO ANO
grapefruit;['grapefruit'];AN;;;ANNO ANO
graph;['graph'];AN;;;ANNO ANO
graphic;['graphic'];AN;;;ANNO ANO
grass;['grass'];AN;;;ANNO ANO
grasshopper;['grasshopper'];AN;;;ANNO ANO
grassland;['grassland'];AN;;;ANNO ANO
gray;['gray'];AN;;;ANNO ANO
grease;['grease'];AN;;;ANNO ANO
great;['great'];AN;;;ANNO ANO
great-grandfather;['great-grandfather'];AN;;;ANNO ANO
great-grandmother;['great-grandmother'];AN;;;ANNO ANO
greece;['greece'];AN;;;ANNO ANO
greek;['greek'];AN;;;ANNO ANO
green;['green'];AN;;;ANNO ANO
greenhouse;['greenhouse'];AN;;;ANNO ANO
grenade;['grenade'];AN;;;ANNO ANO
grey;['grey'];AN;;;ANNO ANO
grief;['grief'];AN;;;ANNO ANO
grill;['grill'];AN;;;ANNO ANO
grip;['grip'];AN;;;ANNO ANO
grit;['grit'];AN;;;ANNO ANO
ground;['ground'];AN;;;ANNO ANO
group;['group'];AN;;;ANNO ANO
grouper;['grouper'];AN;;;ANNO ANO
grouse;['grouse'];AN;;;ANNO ANO
growth;['growth'];AN;;;ANNO ANO
guarantee;['guarantee'];AN;;;ANNO ANO
guatemalan;['guatemalan'];AN;;;ANNO ANO
guest;['guest'];AN;;;ANNO ANO
guestbook;['guestbook'];AN;;;ANNO ANO
guide;['guide'];AN;;;ANNO ANO
guilty;['guilty'];AN;;;ANNO ANO
guitar;['guitar'];AN;;;ANNO ANO
guitarist;['guitarist'];AN;;;ANNO ANO
gum;['gum'];AN;;;ANNO ANO
gumshoes;['gumshoes'];AN;;;ANNO ANO
gun;['gun'];AN;;;ANNO ANO
gutter;['gutter'];AN;;;ANNO ANO
guy;['guy'];AN;;;ANNO ANO
gym;['gym'];AN;;;ANNO ANO
gymnast;['gymnast'];AN;;;ANNO ANO
gynaecology;['gynaecology'];AN;;;ANNO ANO
gyro;['gyro'];AN;;;ANNO ANO
hacienda;['hacienda'];AN;;;ANNO ANO
hacksaw;['hacksaw'];AN;;;ANNO ANO
hackwork;['hackwork'];AN;;;ANNO ANO
hail;['hail'];AN;;;ANNO ANO
hair;['hair'];AN;;;ANNO ANO
haircut;['haircut'];AN;;;ANNO ANO
half;['half'];AN;;;ANNO ANO
half-brother;['half-brother'];AN;;;ANNO ANO
half-sister;['half-sister'];AN;;;ANNO ANO
halibut;['halibut'];AN;;;ANNO ANO
hall;['hall'];AN;;;ANNO ANO
hallway;['hallway'];AN;;;ANNO ANO
hamaki;['hamaki'];AN;;;ANNO ANO
hamburger;['hamburger'];AN;;;ANNO ANO
hammer;['hammer'];AN;;;ANNO ANO
hammock;['hammock'];AN;;;ANNO ANO
hamster;['hamster'];AN;;;ANNO ANO
hand;['hand'];AN;;;ANNO ANO
handball;['handball'];AN;;;ANNO ANO
hand-holding;['hand-holding'];AN;;;ANNO ANO
handicap;['handicap'];AN;;;ANNO ANO
handle;['handle'];AN;;;ANNO ANO
handlebar;['handlebar'];AN;;;ANNO ANO
handmaiden;['handmaiden'];AN;;;ANNO ANO
handsaw;['handsaw'];AN;;;ANNO ANO
hang;['hang'];AN;;;ANNO ANO
harbor;['harbor'];AN;;;ANNO ANO
harbour;['harbour'];AN;;;ANNO ANO
hardboard;['hardboard'];AN;;;ANNO ANO
hardcover;['hardcover'];AN;;;ANNO ANO
hardening;['hardening'];AN;;;ANNO ANO
hardhat;['hardhat'];AN;;;ANNO ANO
hard-hat;['hard-hat'];AN;;;ANNO ANO
hardware;['hardware'];AN;;;ANNO ANO
harm;['harm'];AN;;;ANNO ANO
harmonica;['harmonica'];AN;;;ANNO ANO
harmony;['harmony'];AN;;;ANNO ANO
harp;['harp'];AN;;;ANNO ANO
harpooner;['harpooner'];AN;;;ANNO ANO
harpsichord;['harpsichord'];AN;;;ANNO ANO
hassock;['hassock'];AN;;;ANNO ANO
hat;['hat'];AN;;;ANNO ANO
hatbox;['hatbox'];AN;;;ANNO ANO
hatchet;['hatchet'];AN;;;ANNO ANO
hate;['hate'];AN;;;ANNO ANO
haunt;['haunt'];AN;;;ANNO ANO
haversack;['haversack'];AN;;;ANNO ANO
hawk;['hawk'];AN;;;ANNO ANO
hay;['hay'];AN;;;ANNO ANO
head;['head'];AN;;;ANNO ANO
headlight;['headlight'];AN;;;ANNO ANO
headline;['headline'];AN;;;ANNO ANO
headrest;['headrest'];AN;;;ANNO ANO
health;['health'];AN;;;ANNO ANO
hearing;['hearing'];AN;;;ANNO ANO
heart;['heart'];AN;;;ANNO ANO
heartache;['heartache'];AN;;;ANNO ANO
hearth;['hearth'];AN;;;ANNO ANO
hearthside;['hearthside'];AN;;;ANNO ANO
heart-throb;['heart-throb'];AN;;;ANNO ANO
heartwood;['heartwood'];AN;;;ANNO ANO
heat;['heat'];AN;;;ANNO ANO
heater;['heater'];AN;;;ANNO ANO
heaven;['heaven'];AN;;;ANNO ANO
heavy;['heavy'];AN;;;ANNO ANO
hedge;['hedge'];AN;;;ANNO ANO
hedgehog;['hedgehog'];AN;;;ANNO ANO
heel;['heel'];AN;;;ANNO ANO
height;['height'];AN;;;ANNO ANO
heirloom;['heirloom'];AN;;;ANNO ANO
helen;['helen'];AN;;;ANNO ANO
helicopter;['helicopter'];AN;;;ANNO ANO
helium;['helium'];AN;;;ANNO ANO
hell;['hell'];AN;;;ANNO ANO
hellcat;['hellcat'];AN;;;ANNO ANO
helmet;['helmet'];AN;;;ANNO ANO
helo;['helo'];AN;;;ANNO ANO
help;['help'];AN;;;ANNO ANO
hemp;['hemp'];AN;;;ANNO ANO
hen;['hen'];AN;;;ANNO ANO
herb;['herb'];AN;;;ANNO ANO
heron;['heron'];AN;;;ANNO ANO
herring;['herring'];AN;;;ANNO ANO
hexagon;['hexagon'];AN;;;ANNO ANO
heyday;['heyday'];AN;;;ANNO ANO
hide;['hide'];AN;;;ANNO ANO
high;['high'];AN;;;ANNO ANO
highlight;['highlight'];AN;;;ANNO ANO
high-rise;['high-rise'];AN;;;ANNO ANO
highway;['highway'];AN;;;ANNO ANO
hill;['hill'];AN;;;ANNO ANO
himalayan;['himalayan'];AN;;;ANNO ANO
hip;['hip'];AN;;;ANNO ANO
hippodrome;['hippodrome'];AN;;;ANNO ANO
hippopotamus;['hippopotamus'];AN;;;ANNO ANO
historian;['historian'];AN;;;ANNO ANO
history;['history'];AN;;;ANNO ANO
hit;['hit'];AN;;;ANNO ANO
hive;['hive'];AN;;;ANNO ANO
hobbies;['hobbies'];AN;;;ANNO ANO
hobbit;['hobbit'];AN;;;ANNO ANO
hobby;['hobby'];AN;;;ANNO ANO
hockey;['hockey'];AN;;;ANNO ANO
hoe;['hoe'];AN;;;ANNO ANO
hog;['hog'];AN;;;ANNO ANO
hold;['hold'];AN;;;ANNO ANO
hole;['hole'];AN;;;ANNO ANO
holiday;['holiday'];AN;;;ANNO ANO
home;['home'];AN;;;ANNO ANO
homogenate;['homogenate'];AN;;;ANNO ANO
homonym;['homonym'];AN;;;ANNO ANO
honey;['honey'];AN;;;ANNO ANO
honeybee;['honeybee'];AN;;;ANNO ANO
honoree;['honoree'];AN;;;ANNO ANO
hood;['hood'];AN;;;ANNO ANO
hoof;['hoof'];AN;;;ANNO ANO
hook;['hook'];AN;;;ANNO ANO
hope;['hope'];AN;;;ANNO ANO
hops;['hops'];AN;;;ANNO ANO
horn;['horn'];AN;;;ANNO ANO
hornet;['hornet'];AN;;;ANNO ANO
horse;['horse'];AN;;;ANNO ANO
hose;['hose'];AN;;;ANNO ANO
hosiery;['hosiery'];AN;;;ANNO ANO
hospice;['hospice'];AN;;;ANNO ANO
hospital;['hospital'];AN;;;ANNO ANO
host;['host'];AN;;;ANNO ANO
hostel;['hostel'];AN;;;ANNO ANO
hostess;['hostess'];AN;;;ANNO ANO
hot;['hot'];AN;;;ANNO ANO
hot-dog;['hot-dog'];AN;;;ANNO ANO
hotel;['hotel'];AN;;;ANNO ANO
hour;['hour'];AN;;;ANNO ANO
hourglass;['hourglass'];AN;;;ANNO ANO
house;['house'];AN;;;ANNO ANO
houseboat;['houseboat'];AN;;;ANNO ANO
hovel;['hovel'];AN;;;ANNO ANO
hovercraft;['hovercraft'];AN;;;ANNO ANO
howitzer;['howitzer'];AN;;;ANNO ANO
hub;['hub'];AN;;;ANNO ANO
hubcap;['hubcap'];AN;;;ANNO ANO
hugger;['hugger'];AN;;;ANNO ANO
human;['human'];AN;;;ANNO ANO
humidity;['humidity'];AN;;;ANNO ANO
humor;['humor'];AN;;;ANNO ANO
hunger;['hunger'];AN;;;ANNO ANO
hurdler;['hurdler'];AN;;;ANNO ANO
hurricane;['hurricane'];AN;;;ANNO ANO
hurry;['hurry'];AN;;;ANNO ANO
hurt;['hurt'];AN;;;ANNO ANO
husband;['husband'];AN;;;ANNO ANO
hut;['hut'];AN;;;ANNO ANO
hutch;['hutch'];AN;;;ANNO ANO
hyacinth;['hyacinth'];AN;;;ANNO ANO
hybridisation;['hybridisation'];AN;;;ANNO ANO
hydrant;['hydrant'];AN;;;ANNO ANO
hydraulics;['hydraulics'];AN;;;ANNO ANO
hydrofoil;['hydrofoil'];AN;;;ANNO ANO
hydrogen;['hydrogen'];AN;;;ANNO ANO
hyena;['hyena'];AN;;;ANNO ANO
hygienic;['hygienic'];AN;;;ANNO ANO
hyphenation;['hyphenation'];AN;;;ANNO ANO
hypochondria;['hypochondria'];AN;;;ANNO ANO
hypothermia;['hypothermia'];AN;;;ANNO ANO
ice;['ice'];AN;;;ANNO ANO
icebreaker;['icebreaker'];AN;;;ANNO ANO
icecream;['icecream'];AN;;;ANNO ANO
ice-cream;['ice-cream'];AN;;;ANNO ANO
icicle;['icicle'];AN;;;ANNO ANO
icon;['icon'];AN;;;ANNO ANO
idea;['idea'];AN;;;ANNO ANO
ideal;['ideal'];AN;;;ANNO ANO
igloo;['igloo'];AN;;;ANNO ANO
ikebana;['ikebana'];AN;;;ANNO ANO
illegal;['illegal'];AN;;;ANNO ANO
image;['image'];AN;;;ANNO ANO
imagination;['imagination'];AN;;;ANNO ANO
impact;['impact'];AN;;;ANNO ANO
implement;['implement'];AN;;;ANNO ANO
importance;['importance'];AN;;;ANNO ANO
impress;['impress'];AN;;;ANNO ANO
imprisonment;['imprisonment'];AN;;;ANNO ANO
improvement;['improvement'];AN;;;ANNO ANO
impudence;['impudence'];AN;;;ANNO ANO
