Label;Split;Style;Action;Business Object;Tags
constraining;['constraining'];AN;;;constraining<>ANNV, 
constricting;['constricting'];AN;;;constricting<>ANNV, 
constructing;['constructing'];AN;;;constructing<>ANNV, 
construing;['construing'];AN;;;construing<>ANNV, 
consulting;['consulting'];AN;;;consulting<>ANNV, 
consuming;['consuming'];AN;;;consuming<>ANNV, 
consummating;['consummating'];AN;;;consummating<>ANNV, 
contacting;['contacting'];AN;;;contacting<>ANNV, 
containing;['containing'];AN;;;containing<>ANNV, 
contaminating;['contaminating'];AN;;;contaminating<>ANNV, 
contemplating;['contemplating'];AN;;;contemplating<>ANNV, 
contending;['contending'];AN;;;contending<>ANNV, 
contenting;['contenting'];AN;;;contenting<>ANNV, 
contesting;['contesting'];AN;;;contesting<>ANNV, 
continuing;['continuing'];AN;;;continuing<>ANNV, 
contorting;['contorting'];AN;;;contorting<>ANNV, 
contracting;['contracting'];AN;;;contracting<>ANNV, 
contradicting;['contradicting'];AN;;;contradicting<>ANNV, 
contrasting;['contrasting'];AN;;;contrasting<>ANNV, 
contravening;['contravening'];AN;;;contravening<>ANNV, 
contributing;['contributing'];AN;;;contributing<>ANNV, 
contriving;['contriving'];AN;;;contriving<>ANNV, 
controlling;['controlling'];AN;;;controlling<>ANNV, 
convalescing;['convalescing'];AN;;;convalescing<>ANNV, 
convening;['convening'];AN;;;convening<>ANNV, 
converging;['converging'];AN;;;converging<>ANNV, 
conversing;['conversing'];AN;;;conversing<>ANNV, 
converting;['converting'];AN;;;converting<>ANNV, 
conveying;['conveying'];AN;;;conveying<>ANNV, 
convicting;['convicting'];AN;;;convicting<>ANNV, 
convincing;['convincing'];AN;;;convincing<>ANNV, 
convoking;['convoking'];AN;;;convoking<>ANNV, 
convoying;['convoying'];AN;;;convoying<>ANNV, 
convulsing;['convulsing'];AN;;;convulsing<>ANNV, 
cooing;['cooing'];AN;;;cooing<>ANNV, 
cooking;['cooking'];AN;;;cooking<>ANNV, 
cooling;['cooling'];AN;;;cooling<>ANNV, 
cooperating;['cooperating'];AN;;;cooperating<>ANNV, 
cooping;['cooping'];AN;;;cooping<>ANNV, 
coopting;['coopting'];AN;;;coopting<>ANNV, 
coordinating;['coordinating'];AN;;;coordinating<>ANNV, 
coping;['coping'];AN;;;coping<>ANNV, 
copping;['copping'];AN;;;copping<>ANNV, 
copulating;['copulating'];AN;;;copulating<>ANNV, 
copying;['copying'];AN;;;copying<>ANNV, 
copyrighting;['copyrighting'];AN;;;copyrighting<>ANNV, 
cordoning;['cordoning'];AN;;;cordoning<>ANNV, 
cornering;['cornering'];AN;;;cornering<>ANNV, 
correcting;['correcting'];AN;;;correcting<>ANNV, 
correlating;['correlating'];AN;;;correlating<>ANNV, 
corresponding;['corresponding'];AN;;;corresponding<>ANNV, 
corroborating;['corroborating'];AN;;;corroborating<>ANNV, 
corroding;['corroding'];AN;;;corroding<>ANNV, 
corrupting;['corrupting'];AN;;;corrupting<>ANNV, 
coshing;['coshing'];AN;;;coshing<>ANNV, 
cosseting;['cosseting'];AN;;;cosseting<>ANNV, 
costing;['costing'];AN;;;costing<>ANNV, 
costing;['costing'];AN;;;costing<>ANNV, 
couching;['couching'];AN;;;couching<>ANNV, 
coughing;['coughing'];AN;;;coughing<>ANNV, 
counselling;['counselling'];AN;;;counselling<>ANNV, 
counselling;['counselling'];AN;;;counselling<>ANNV, 
counteracting;['counteracting'];AN;;;counteracting<>ANNV, 
counterbalancing;['counterbalancing'];AN;;;counterbalancing<>ANNV, 
counterfeiting;['counterfeiting'];AN;;;counterfeiting<>ANNV, 
countering;['countering'];AN;;;countering<>ANNV, 
countersigning;['countersigning'];AN;;;countersigning<>ANNV, 
counting;['counting'];AN;;;counting<>ANNV, 
coupling;['coupling'];AN;;;coupling<>ANNV, 
courting;['courting'];AN;;;courting<>ANNV, 
covering;['covering'];AN;;;covering<>ANNV, 
coveting;['coveting'];AN;;;coveting<>ANNV, 
cowering;['cowering'];AN;;;cowering<>ANNV, 
cowing;['cowing'];AN;;;cowing<>ANNV, 
cracking;['cracking'];AN;;;cracking<>ANNV, 
crackling;['crackling'];AN;;;crackling<>ANNV, 
cradling;['cradling'];AN;;;cradling<>ANNV, 
cramming;['cramming'];AN;;;cramming<>ANNV, 
craning;['craning'];AN;;;craning<>ANNV, 
crashing;['crashing'];AN;;;crashing<>ANNV, 
craving;['craving'];AN;;;craving<>ANNV, 
crawling;['crawling'];AN;;;crawling<>ANNV, 
creaking;['creaking'];AN;;;creaking<>ANNV, 
creaming;['creaming'];AN;;;creaming<>ANNV, 
creasing;['creasing'];AN;;;creasing<>ANNV, 
creating;['creating'];AN;;;creating<>ANNV, 
crediting;['crediting'];AN;;;crediting<>ANNV, 
creeping;['creeping'];AN;;;creeping<>ANNV, 
cremating;['cremating'];AN;;;cremating<>ANNV, 
crewing;['crewing'];AN;;;crewing<>ANNV, 
cribbing;['cribbing'];AN;;;cribbing<>ANNV, 
cringing;['cringing'];AN;;;cringing<>ANNV, 
crinkling;['crinkling'];AN;;;crinkling<>ANNV, 
crippling;['crippling'];AN;;;crippling<>ANNV, 
crisscrossing;['crisscrossing'];AN;;;crisscrossing<>ANNV, 
criticizing;['criticizing'];AN;;;criticizing<>ANNV, 
croaking;['croaking'];AN;;;croaking<>ANNV, 
crooking;['crooking'];AN;;;crooking<>ANNV, 
crooning;['crooning'];AN;;;crooning<>ANNV, 
cropping;['cropping'];AN;;;cropping<>ANNV, 
crossbreeding;['crossbreeding'];AN;;;crossbreeding<>ANNV, 
crossing;['crossing'];AN;;;crossing<>ANNV, 
crouching;['crouching'];AN;;;crouching<>ANNV, 
crowding;['crowding'];AN;;;crowding<>ANNV, 
crowing;['crowing'];AN;;;crowing<>ANNV, 
crowning;['crowning'];AN;;;crowning<>ANNV, 
crucifying;['crucifying'];AN;;;crucifying<>ANNV, 
cruising;['cruising'];AN;;;cruising<>ANNV, 
crumbling;['crumbling'];AN;;;crumbling<>ANNV, 
crumpling;['crumpling'];AN;;;crumpling<>ANNV, 
crunching;['crunching'];AN;;;crunching<>ANNV, 
crusading;['crusading'];AN;;;crusading<>ANNV, 
crushing;['crushing'];AN;;;crushing<>ANNV, 
crusting;['crusting'];AN;;;crusting<>ANNV, 
crying;['crying'];AN;;;crying<>ANNV, 
crystallizing;['crystallizing'];AN;;;crystallizing<>ANNV, 
cubing;['cubing'];AN;;;cubing<>ANNV, 
cuddling;['cuddling'];AN;;;cuddling<>ANNV, 
cuffing;['cuffing'];AN;;;cuffing<>ANNV, 
culminating;['culminating'];AN;;;culminating<>ANNV, 
cultivating;['cultivating'];AN;;;cultivating<>ANNV, 
cupping;['cupping'];AN;;;cupping<>ANNV, 
curbing;['curbing'];AN;;;curbing<>ANNV, 
curdling;['curdling'];AN;;;curdling<>ANNV, 
curing;['curing'];AN;;;curing<>ANNV, 
curling;['curling'];AN;;;curling<>ANNV, 
cursing;['cursing'];AN;;;cursing<>ANNV, 
curtailing;['curtailing'];AN;;;curtailing<>ANNV, 
curving;['curving'];AN;;;curving<>ANNV, 
cushioning;['cushioning'];AN;;;cushioning<>ANNV, 
customizing;['customizing'];AN;;;customizing<>ANNV, 
cutting;['cutting'];AN;;;cutting<>ANNV, 
cycling;['cycling'];AN;;;cycling<>ANNV, 
dabbing;['dabbing'];AN;;;dabbing<>ANNV, 
dabbling;['dabbling'];AN;;;dabbling<>ANNV, 
damaging;['damaging'];AN;;;damaging<>ANNV, 
damming;['damming'];AN;;;damming<>ANNV, 
damning;['damning'];AN;;;damning<>ANNV, 
dampening;['dampening'];AN;;;dampening<>ANNV, 
damping;['damping'];AN;;;damping<>ANNV, 
dancing;['dancing'];AN;;;dancing<>ANNV, 
dangling;['dangling'];AN;;;dangling<>ANNV, 
dappling;['dappling'];AN;;;dappling<>ANNV, 
daring;['daring'];AN;;;daring<>ANNV, 
darkening;['darkening'];AN;;;darkening<>ANNV, 
darning;['darning'];AN;;;darning<>ANNV, 
darting;['darting'];AN;;;darting<>ANNV, 
dashing;['dashing'];AN;;;dashing<>ANNV, 
dating;['dating'];AN;;;dating<>ANNV, 
daubing;['daubing'];AN;;;daubing<>ANNV, 
daunting;['daunting'];AN;;;daunting<>ANNV, 
dawning;['dawning'];AN;;;dawning<>ANNV, 
daydream;['daydream'];AN;;;daydream<>ANNV, 
daydream;['daydream'];AN;;;daydream<>ANNV, 
dazing;['dazing'];AN;;;dazing<>ANNV, 
dazzling;['dazzling'];AN;;;dazzling<>ANNV, 
deactivating;['deactivating'];AN;;;deactivating<>ANNV, 
deadening;['deadening'];AN;;;deadening<>ANNV, 
deafening;['deafening'];AN;;;deafening<>ANNV, 
dealing;['dealing'];AN;;;dealing<>ANNV, 
debarring;['debarring'];AN;;;debarring<>ANNV, 
debasing;['debasing'];AN;;;debasing<>ANNV, 
debating;['debating'];AN;;;debating<>ANNV, 
debauching;['debauching'];AN;;;debauching<>ANNV, 
debiting;['debiting'];AN;;;debiting<>ANNV, 
debriefing;['debriefing'];AN;;;debriefing<>ANNV, 
debugging;['debugging'];AN;;;debugging<>ANNV, 
debunking;['debunking'];AN;;;debunking<>ANNV, 
decamping;['decamping'];AN;;;decamping<>ANNV, 
decanting;['decanting'];AN;;;decanting<>ANNV, 
decapitating;['decapitating'];AN;;;decapitating<>ANNV, 
decaying;['decaying'];AN;;;decaying<>ANNV, 
deceasing;['deceasing'];AN;;;deceasing<>ANNV, 
deceiving;['deceiving'];AN;;;deceiving<>ANNV, 
decelerating;['decelerating'];AN;;;decelerating<>ANNV, 
decentralizing;['decentralizing'];AN;;;decentralizing<>ANNV, 
deciding;['deciding'];AN;;;deciding<>ANNV, 
decimating;['decimating'];AN;;;decimating<>ANNV, 
deciphering;['deciphering'];AN;;;deciphering<>ANNV, 
declaiming;['declaiming'];AN;;;declaiming<>ANNV, 
declaring;['declaring'];AN;;;declaring<>ANNV, 
declassifying;['declassifying'];AN;;;declassifying<>ANNV, 
declining;['declining'];AN;;;declining<>ANNV, 
declutching;['declutching'];AN;;;declutching<>ANNV, 
decoding;['decoding'];AN;;;decoding<>ANNV, 
decomposing;['decomposing'];AN;;;decomposing<>ANNV, 
decontaminating;['decontaminating'];AN;;;decontaminating<>ANNV, 
decontrolling;['decontrolling'];AN;;;decontrolling<>ANNV, 
decorating;['decorating'];AN;;;decorating<>ANNV, 
decorticating;['decorticating'];AN;;;decorticating<>ANNV, 
decoying;['decoying'];AN;;;decoying<>ANNV, 
decreasing;['decreasing'];AN;;;decreasing<>ANNV, 
decreeing;['decreeing'];AN;;;decreeing<>ANNV, 
decrying;['decrying'];AN;;;decrying<>ANNV, 
dedicating;['dedicating'];AN;;;dedicating<>ANNV, 
deducing;['deducing'];AN;;;deducing<>ANNV, 
deducting;['deducting'];AN;;;deducting<>ANNV, 
deepening;['deepening'];AN;;;deepening<>ANNV, 
defacing;['defacing'];AN;;;defacing<>ANNV, 
defaming;['defaming'];AN;;;defaming<>ANNV, 
defaulting;['defaulting'];AN;;;defaulting<>ANNV, 
defeating;['defeating'];AN;;;defeating<>ANNV, 
defecting;['defecting'];AN;;;defecting<>ANNV, 
defending;['defending'];AN;;;defending<>ANNV, 
deferring;['deferring'];AN;;;deferring<>ANNV, 
defiling;['defiling'];AN;;;defiling<>ANNV, 
defining;['defining'];AN;;;defining<>ANNV, 
deflating;['deflating'];AN;;;deflating<>ANNV, 
deflecting;['deflecting'];AN;;;deflecting<>ANNV, 
deflowering;['deflowering'];AN;;;deflowering<>ANNV, 
defoliating;['defoliating'];AN;;;defoliating<>ANNV, 
deforesting;['deforesting'];AN;;;deforesting<>ANNV, 
deforming;['deforming'];AN;;;deforming<>ANNV, 
defrauding;['defrauding'];AN;;;defrauding<>ANNV, 
defraying;['defraying'];AN;;;defraying<>ANNV, 
defrosting;['defrosting'];AN;;;defrosting<>ANNV, 
defying;['defying'];AN;;;defying<>ANNV, 
degenerating;['degenerating'];AN;;;degenerating<>ANNV, 
degrading;['degrading'];AN;;;degrading<>ANNV, 
dehumanizing;['dehumanizing'];AN;;;dehumanizing<>ANNV, 
dehydrating;['dehydrating'];AN;;;dehydrating<>ANNV, 
deifying;['deifying'];AN;;;deifying<>ANNV, 
deigning;['deigning'];AN;;;deigning<>ANNV, 
dejecting;['dejecting'];AN;;;dejecting<>ANNV, 
delaying;['delaying'];AN;;;delaying<>ANNV, 
deleting;['deleting'];AN;;;deleting<>ANNV, 
deliberating;['deliberating'];AN;;;deliberating<>ANNV, 
delighting;['delighting'];AN;;;delighting<>ANNV, 
delineating;['delineating'];AN;;;delineating<>ANNV, 
delivering;['delivering'];AN;;;delivering<>ANNV, 
deluding;['deluding'];AN;;;deluding<>ANNV, 
delving;['delving'];AN;;;delving<>ANNV, 
demagnetizing;['demagnetizing'];AN;;;demagnetizing<>ANNV, 
demanding;['demanding'];AN;;;demanding<>ANNV, 
demilitarizing;['demilitarizing'];AN;;;demilitarizing<>ANNV, 
demisting;['demisting'];AN;;;demisting<>ANNV, 
demobilizing;['demobilizing'];AN;;;demobilizing<>ANNV, 
democratizing;['democratizing'];AN;;;democratizing<>ANNV, 
demolishing;['demolishing'];AN;;;demolishing<>ANNV, 
demonstrating;['demonstrating'];AN;;;demonstrating<>ANNV, 
demoralizing;['demoralizing'];AN;;;demoralizing<>ANNV, 
demoting;['demoting'];AN;;;demoting<>ANNV, 
demurring;['demurring'];AN;;;demurring<>ANNV, 
denationalizing;['denationalizing'];AN;;;denationalizing<>ANNV, 
denigrating;['denigrating'];AN;;;denigrating<>ANNV, 
denominating;['denominating'];AN;;;denominating<>ANNV, 
denoting;['denoting'];AN;;;denoting<>ANNV, 
denouncing;['denouncing'];AN;;;denouncing<>ANNV, 
denting;['denting'];AN;;;denting<>ANNV, 
denuding;['denuding'];AN;;;denuding<>ANNV, 
denying;['denying'];AN;;;denying<>ANNV, 
deodorizing;['deodorizing'];AN;;;deodorizing<>ANNV, 
departing;['departing'];AN;;;departing<>ANNV, 
depending;['depending'];AN;;;depending<>ANNV, 
depicting;['depicting'];AN;;;depicting<>ANNV, 
depleting;['depleting'];AN;;;depleting<>ANNV, 
deploring;['deploring'];AN;;;deploring<>ANNV, 
deploying;['deploying'];AN;;;deploying<>ANNV, 
depopulating;['depopulating'];AN;;;depopulating<>ANNV, 
deporting;['deporting'];AN;;;deporting<>ANNV, 
deposing;['deposing'];AN;;;deposing<>ANNV, 
depositing;['depositing'];AN;;;depositing<>ANNV, 
depraving;['depraving'];AN;;;depraving<>ANNV, 
deprecating;['deprecating'];AN;;;deprecating<>ANNV, 
depreciating;['depreciating'];AN;;;depreciating<>ANNV, 
depressing;['depressing'];AN;;;depressing<>ANNV, 
depriving;['depriving'];AN;;;depriving<>ANNV, 
deputing;['deputing'];AN;;;deputing<>ANNV, 
deputizing;['deputizing'];AN;;;deputizing<>ANNV, 
derailing;['derailing'];AN;;;derailing<>ANNV, 
deriding;['deriding'];AN;;;deriding<>ANNV, 
deriving;['deriving'];AN;;;deriving<>ANNV, 
derogating;['derogating'];AN;;;derogating<>ANNV, 
descending;['descending'];AN;;;descending<>ANNV, 
describing;['describing'];AN;;;describing<>ANNV, 
desecrating;['desecrating'];AN;;;desecrating<>ANNV, 
desegregating;['desegregating'];AN;;;desegregating<>ANNV, 
desensitizing;['desensitizing'];AN;;;desensitizing<>ANNV, 
deserting;['deserting'];AN;;;deserting<>ANNV, 
deserving;['deserving'];AN;;;deserving<>ANNV, 
designating;['designating'];AN;;;designating<>ANNV, 
designing;['designing'];AN;;;designing<>ANNV, 
desiring;['desiring'];AN;;;desiring<>ANNV, 
despairing;['despairing'];AN;;;despairing<>ANNV, 
despatching;['despatching'];AN;;;despatching<>ANNV, 
despising;['despising'];AN;;;despising<>ANNV, 
destining;['destining'];AN;;;destining<>ANNV, 
destroying;['destroying'];AN;;;destroying<>ANNV, 
destructing;['destructing'];AN;;;destructing<>ANNV, 
detaching;['detaching'];AN;;;detaching<>ANNV, 
detailing;['detailing'];AN;;;detailing<>ANNV, 
detaining;['detaining'];AN;;;detaining<>ANNV, 
detecting;['detecting'];AN;;;detecting<>ANNV, 
deteriorating;['deteriorating'];AN;;;deteriorating<>ANNV, 
determining;['determining'];AN;;;determining<>ANNV, 
deterring;['deterring'];AN;;;deterring<>ANNV, 
detesting;['detesting'];AN;;;detesting<>ANNV, 
dethroning;['dethroning'];AN;;;dethroning<>ANNV, 
detonating;['detonating'];AN;;;detonating<>ANNV, 
devaluing;['devaluing'];AN;;;devaluing<>ANNV, 
devastating;['devastating'];AN;;;devastating<>ANNV, 
developing;['developing'];AN;;;developing<>ANNV, 
deviating;['deviating'];AN;;;deviating<>ANNV, 
devising;['devising'];AN;;;devising<>ANNV, 
devitalizing;['devitalizing'];AN;;;devitalizing<>ANNV, 
devolving;['devolving'];AN;;;devolving<>ANNV, 
devoting;['devoting'];AN;;;devoting<>ANNV, 
devouring;['devouring'];AN;;;devouring<>ANNV, 
diagnosing;['diagnosing'];AN;;;diagnosing<>ANNV, 
dialing;['dialing'];AN;;;dialing<>ANNV, 
dialing;['dialing'];AN;;;dialing<>ANNV, 
dictating;['dictating'];AN;;;dictating<>ANNV, 
dieting;['dieting'];AN;;;dieting<>ANNV, 
differentiating;['differentiating'];AN;;;differentiating<>ANNV, 
differing;['differing'];AN;;;differing<>ANNV, 
diffusing;['diffusing'];AN;;;diffusing<>ANNV, 
digesting;['digesting'];AN;;;digesting<>ANNV, 
digging;['digging'];AN;;;digging<>ANNV, 
digitizing;['digitizing'];AN;;;digitizing<>ANNV, 
dignifying;['dignifying'];AN;;;dignifying<>ANNV, 
digressing;['digressing'];AN;;;digressing<>ANNV, 
dilating;['dilating'];AN;;;dilating<>ANNV, 
dillydallying;['dillydallying'];AN;;;dillydallying<>ANNV, 
diluting;['diluting'];AN;;;diluting<>ANNV, 
diminishing;['diminishing'];AN;;;diminishing<>ANNV, 
dimming;['dimming'];AN;;;dimming<>ANNV, 
dining;['dining'];AN;;;dining<>ANNV, 
dipping;['dipping'];AN;;;dipping<>ANNV, 
directing;['directing'];AN;;;directing<>ANNV, 
dirtying;['dirtying'];AN;;;dirtying<>ANNV, 
disabling;['disabling'];AN;;;disabling<>ANNV, 
disabusing;['disabusing'];AN;;;disabusing<>ANNV, 
disadvantaging;['disadvantaging'];AN;;;disadvantaging<>ANNV, 
disagreeing;['disagreeing'];AN;;;disagreeing<>ANNV, 
disappearing;['disappearing'];AN;;;disappearing<>ANNV, 
disappointing;['disappointing'];AN;;;disappointing<>ANNV, 
disapproving;['disapproving'];AN;;;disapproving<>ANNV, 
disarming;['disarming'];AN;;;disarming<>ANNV, 
disarranging;['disarranging'];AN;;;disarranging<>ANNV, 
disassembling;['disassembling'];AN;;;disassembling<>ANNV, 
disavowing;['disavowing'];AN;;;disavowing<>ANNV, 
disbanding;['disbanding'];AN;;;disbanding<>ANNV, 
disbelieving;['disbelieving'];AN;;;disbelieving<>ANNV, 
disbursing;['disbursing'];AN;;;disbursing<>ANNV, 
discarding;['discarding'];AN;;;discarding<>ANNV, 
discerning;['discerning'];AN;;;discerning<>ANNV, 
discharging;['discharging'];AN;;;discharging<>ANNV, 
disciplining;['disciplining'];AN;;;disciplining<>ANNV, 
disclaiming;['disclaiming'];AN;;;disclaiming<>ANNV, 
disclosing;['disclosing'];AN;;;disclosing<>ANNV, 
discolouring;['discolouring'];AN;;;discolouring<>ANNV, 
discomfiting;['discomfiting'];AN;;;discomfiting<>ANNV, 
disconnecting;['disconnecting'];AN;;;disconnecting<>ANNV, 
discontinuing;['discontinuing'];AN;;;discontinuing<>ANNV, 
discounting;['discounting'];AN;;;discounting<>ANNV, 
discouraging;['discouraging'];AN;;;discouraging<>ANNV, 
discovering;['discovering'];AN;;;discovering<>ANNV, 
discrediting;['discrediting'];AN;;;discrediting<>ANNV, 
discriminating;['discriminating'];AN;;;discriminating<>ANNV, 
discussing;['discussing'];AN;;;discussing<>ANNV, 
disdaining;['disdaining'];AN;;;disdaining<>ANNV, 
disembarking;['disembarking'];AN;;;disembarking<>ANNV, 
disengaging;['disengaging'];AN;;;disengaging<>ANNV, 
disentangling;['disentangling'];AN;;;disentangling<>ANNV, 
disfiguring;['disfiguring'];AN;;;disfiguring<>ANNV, 
disgorging;['disgorging'];AN;;;disgorging<>ANNV, 
disgracing;['disgracing'];AN;;;disgracing<>ANNV, 
disguising;['disguising'];AN;;;disguising<>ANNV, 
disgusting;['disgusting'];AN;;;disgusting<>ANNV, 
dishing;['dishing'];AN;;;dishing<>ANNV, 
dishonouring;['dishonouring'];AN;;;dishonouring<>ANNV, 
disillusioning;['disillusioning'];AN;;;disillusioning<>ANNV, 
disinfecting;['disinfecting'];AN;;;disinfecting<>ANNV, 
disinheriting;['disinheriting'];AN;;;disinheriting<>ANNV, 
disintegrating;['disintegrating'];AN;;;disintegrating<>ANNV, 
disinterring;['disinterring'];AN;;;disinterring<>ANNV, 
disliking;['disliking'];AN;;;disliking<>ANNV, 
dislocating;['dislocating'];AN;;;dislocating<>ANNV, 
dislodging;['dislodging'];AN;;;dislodging<>ANNV, 
dismantling;['dismantling'];AN;;;dismantling<>ANNV, 
dismasting;['dismasting'];AN;;;dismasting<>ANNV, 
dismaying;['dismaying'];AN;;;dismaying<>ANNV, 
dismembering;['dismembering'];AN;;;dismembering<>ANNV, 
dismissing;['dismissing'];AN;;;dismissing<>ANNV, 
dismounting;['dismounting'];AN;;;dismounting<>ANNV, 
disobeying;['disobeying'];AN;;;disobeying<>ANNV, 
disordering;['disordering'];AN;;;disordering<>ANNV, 
disorganizing;['disorganizing'];AN;;;disorganizing<>ANNV, 
disorienting;['disorienting'];AN;;;disorienting<>ANNV, 
disowning;['disowning'];AN;;;disowning<>ANNV, 
disparaging;['disparaging'];AN;;;disparaging<>ANNV, 
dispatching;['dispatching'];AN;;;dispatching<>ANNV, 
dispelling;['dispelling'];AN;;;dispelling<>ANNV, 
dispensing;['dispensing'];AN;;;dispensing<>ANNV, 
dispersing;['dispersing'];AN;;;dispersing<>ANNV, 
dispiriting;['dispiriting'];AN;;;dispiriting<>ANNV, 
displacing;['displacing'];AN;;;displacing<>ANNV, 
displaying;['displaying'];AN;;;displaying<>ANNV, 
displeasing;['displeasing'];AN;;;displeasing<>ANNV, 
disposing;['disposing'];AN;;;disposing<>ANNV, 
dispossessing;['dispossessing'];AN;;;dispossessing<>ANNV, 
disproving;['disproving'];AN;;;disproving<>ANNV, 
disputing;['disputing'];AN;;;disputing<>ANNV, 
disqualifying;['disqualifying'];AN;;;disqualifying<>ANNV, 
disregarding;['disregarding'];AN;;;disregarding<>ANNV, 
disrobing;['disrobing'];AN;;;disrobing<>ANNV, 
disrupting;['disrupting'];AN;;;disrupting<>ANNV, 
dissatisfying;['dissatisfying'];AN;;;dissatisfying<>ANNV, 
dissecting;['dissecting'];AN;;;dissecting<>ANNV, 
dissembling;['dissembling'];AN;;;dissembling<>ANNV, 
disseminating;['disseminating'];AN;;;disseminating<>ANNV, 
dissenting;['dissenting'];AN;;;dissenting<>ANNV, 
dissimulating;['dissimulating'];AN;;;dissimulating<>ANNV, 
dissociating;['dissociating'];AN;;;dissociating<>ANNV, 
dissolving;['dissolving'];AN;;;dissolving<>ANNV, 
dissuading;['dissuading'];AN;;;dissuading<>ANNV, 
distancing;['distancing'];AN;;;distancing<>ANNV, 
distilling;['distilling'];AN;;;distilling<>ANNV, 
distinguishing;['distinguishing'];AN;;;distinguishing<>ANNV, 
distorting;['distorting'];AN;;;distorting<>ANNV, 
distracting;['distracting'];AN;;;distracting<>ANNV, 
distressing;['distressing'];AN;;;distressing<>ANNV, 
distributing;['distributing'];AN;;;distributing<>ANNV, 
distrusting;['distrusting'];AN;;;distrusting<>ANNV, 
disturbing;['disturbing'];AN;;;disturbing<>ANNV, 
disuniting;['disuniting'];AN;;;disuniting<>ANNV, 
ditching;['ditching'];AN;;;ditching<>ANNV, 
dithering;['dithering'];AN;;;dithering<>ANNV, 
diverging;['diverging'];AN;;;diverging<>ANNV, 
diversifying;['diversifying'];AN;;;diversifying<>ANNV, 
diverting;['diverting'];AN;;;diverting<>ANNV, 
dividing;['dividing'];AN;;;dividing<>ANNV, 
diving;['diving'];AN;;;diving<>ANNV, 
diving;['diving'];AN;;;diving<>ANNV, 
divorcing;['divorcing'];AN;;;divorcing<>ANNV, 
divulging;['divulging'];AN;;;divulging<>ANNV, 
docking;['docking'];AN;;;docking<>ANNV, 
doctoring;['doctoring'];AN;;;doctoring<>ANNV, 
documenting;['documenting'];AN;;;documenting<>ANNV, 
dodging;['dodging'];AN;;;dodging<>ANNV, 
dogging;['dogging'];AN;;;dogging<>ANNV, 
doing;['doing'];AN;;;doing<>ANNV, 
doling;['doling'];AN;;;doling<>ANNV, 
domiciling;['domiciling'];AN;;;domiciling<>ANNV, 
dominating;['dominating'];AN;;;dominating<>ANNV, 
donating;['donating'];AN;;;donating<>ANNV, 
donning;['donning'];AN;;;donning<>ANNV, 
doodling;['doodling'];AN;;;doodling<>ANNV, 
dooming;['dooming'];AN;;;dooming<>ANNV, 
doping;['doping'];AN;;;doping<>ANNV, 
doting;['doting'];AN;;;doting<>ANNV, 
dotting;['dotting'];AN;;;dotting<>ANNV, 
doubling;['doubling'];AN;;;doubling<>ANNV, 
doubting;['doubting'];AN;;;doubting<>ANNV, 
dousing;['dousing'];AN;;;dousing<>ANNV, 
downgrading;['downgrading'];AN;;;downgrading<>ANNV, 
downing;['downing'];AN;;;downing<>ANNV, 
dowsing;['dowsing'];AN;;;dowsing<>ANNV, 
dozing;['dozing'];AN;;;dozing<>ANNV, 
dragooning;['dragooning'];AN;;;dragooning<>ANNV, 
draining;['draining'];AN;;;draining<>ANNV, 
dramatizing;['dramatizing'];AN;;;dramatizing<>ANNV, 
drawing;['drawing'];AN;;;drawing<>ANNV, 
drawling;['drawling'];AN;;;drawling<>ANNV, 
dreading;['dreading'];AN;;;dreading<>ANNV, 
dreaming;['dreaming'];AN;;;dreaming<>ANNV, 
dreaming;['dreaming'];AN;;;dreaming<>ANNV, 
drenching;['drenching'];AN;;;drenching<>ANNV, 
dressing;['dressing'];AN;;;dressing<>ANNV, 
dribbling;['dribbling'];AN;;;dribbling<>ANNV, 
drifting;['drifting'];AN;;;drifting<>ANNV, 
drilling;['drilling'];AN;;;drilling<>ANNV, 
drinking;['drinking'];AN;;;drinking<>ANNV, 
dripping;['dripping'];AN;;;dripping<>ANNV, 
driving;['driving'];AN;;;driving<>ANNV, 
drizzling;['drizzling'];AN;;;drizzling<>ANNV, 
droning;['droning'];AN;;;droning<>ANNV, 
drooping;['drooping'];AN;;;drooping<>ANNV, 
dropping;['dropping'];AN;;;dropping<>ANNV, 
drowning;['drowning'];AN;;;drowning<>ANNV, 
drowsing;['drowsing'];AN;;;drowsing<>ANNV, 
drugging;['drugging'];AN;;;drugging<>ANNV, 
drumming;['drumming'];AN;;;drumming<>ANNV, 
drying;['drying'];AN;;;drying<>ANNV, 
dubbing;['dubbing'];AN;;;dubbing<>ANNV, 
ducking;['ducking'];AN;;;ducking<>ANNV, 
dulling;['dulling'];AN;;;dulling<>ANNV, 
dumping;['dumping'];AN;;;dumping<>ANNV, 
dunking;['dunking'];AN;;;dunking<>ANNV, 
duping;['duping'];AN;;;duping<>ANNV, 
duplicating;['duplicating'];AN;;;duplicating<>ANNV, 
dusting;['dusting'];AN;;;dusting<>ANNV, 
dwarfing;['dwarfing'];AN;;;dwarfing<>ANNV, 
dwelling;['dwelling'];AN;;;dwelling<>ANNV, 
dwindling;['dwindling'];AN;;;dwindling<>ANNV, 
dyeing;['dyeing'];AN;;;dyeing<>ANNV, 
dying;['dying'];AN;;;dying<>ANNV, 
dynamiting;['dynamiting'];AN;;;dynamiting<>ANNV, 
