Model ID;Label;Split;Style;Action;Business Object;Addition;Tags
68;capture tlr confirm equipment return;;VO;capture;tlr confirm equipment return;;
68;capture tlr customer pool;;VO;capture;tlr customer pool;;
68;capture tlr manage customer pool;;VO;capture;tlr manage customer pool;;
68;capture tlr order approval;;VO;capture;tlr order approval;;
641;capture tlr release customer pool;;VO;capture;tlr release customer pool;;
123;capture trl;;VO;capture;trl;;
254;capture type and quantity;;VO;capture;type and quantity;;
954;capture type and quantity;;VO;capture;type and quantity;;
316;capture updated address;;VO;capture;updated address;;
243;capture updated e mail address;;VO;capture;updated e mail address;;
13;capture updated info;;VO;capture;updated info;;
86;capture updated information;;VO;capture;updated information;;
243;capture user info;;VO;capture;user info;;
31;;;;;;;
275;;;;;;;
553;carry out implementation assessment;;VO;carry out;implementation assessment;;
554;carry out implementation assessment;;VO;carry out;implementation assessment;;
827;carry out implementation assessment;;VO;carry out;implementation assessment;;
552;carry out implementation assessment;;VO;carry out;implementation assessment;;
962;cease customer;;VO;cease;customer;;
126;cease delivery;;VO;cease;delivery;;
292;cease delivery;;VO;cease;delivery;;
549;certify app;;VO;certify;app;;
46;change active status of group;;VO;change;active status;of group;
317;change address;;VO;change;address;;
465;change atg status;;VO;change;atg status;;
237;change bill of material;;VO;change;bill;of material;
343;change callmaster setting and go ready for a next call;;VO;change;callmaster setting and go ready;for a next call;
292;change company details;;VO;change;company details;;
714;change content;;VO;change;content;;
112;change credit class;;VO;change;credit class;;
364;change credit class;;VO;change;credit class;;
786;change credit class;;VO;change;credit class;;
534;change ctn;;VO;change;ctn;;
511;change customer contact details;;VO;change;customer contact details;;
372;change data limit;;VO;change;data limit;;
89;change delivery equipment;;VO;change;delivery equipment;;
292;change delivery equipment;;VO;change;delivery equipment;;
292;change delivery licences;;VO;change;delivery licences;;
292;change delivery numbers;;VO;change;delivery numbers;;
841;change end date of contract;;VO;change;end date;of contract;
292;change enterprise connectivity;;VO;change;enterprise connectivity;;
736;change existing unica campaign;;VO;change;existing unica campaign;;
739;change existing unica campaign;;VO;change;existing unica campaign;;
742;change existing unica campaign;;VO;change;existing unica campaign;;
5;change existing vsdm;;VO;change;existing vsdm;;
376;change future activation date;;VO;change;future activation date;;
386;change future activation date;;VO;change;future activation date;;
696;change future activation date;;VO;change;future activation date;;
292;change invoicing;;VO;change;invoicing;;
367;change lifecyclestage;;VO;change;lifecyclestage;;
461;change lifecyclestage;;VO;change;lifecyclestage;;
193;change live usage;;VO;change;live usage;;
18;change management;;VO;change;management;;
44;change management;;VO;change;management;;
79;change management;;VO;change;management;;
128;change management;;VO;change;management;;
163;change management;;VO;change;management;;
223;change management;;VO;change;management;;
227;change management;;VO;change;management;;
229;change management;;VO;change;management;;
292;change management;;VO;change;management;;
765;change management;;VO;change;management;;
773;change management;;VO;change;management;;
867;change management;;VO;change;management;;
931;change management;;VO;change;management;;
944;change management;;VO;change;management;;
949;change management;;VO;change;management;;
861;change management check;;VO;change;management check;;
551;change management vf de;;VO;change;management vf de;;
327;change negotiate product;;VO;change;negotiate product;;
292;change network design;;VO;change;network design;;
465;change oip status;;VO;change;oip status;;
137;change order;;VO;change;order;;
143;change order;;VO;change;order;;
374;change order;;VO;change;order;;
478;change order;;VO;change;order;;
511;change order;;VO;change;order;;
521;change order;;VO;change;order;;
518;change order;;VO;change;order;;
561;change order;;VO;change;order;;
566;change order;;VO;change;order;;
572;change order;;VO;change;order;;
478;change order bc;;VO;change;order bc;;
764;change outcome test results;;VO;change;outcome test results;;
292;change password;;VO;change;password;;
534;change primary ctn;;VO;change;primary ctn;;
511;change product settings;;VO;change;product settings;;
464;change product status description;;VO;change;product status description;;
79;change product tresholds;;VO;change;product tresholds;;
471;change product tresholds;;VO;change;product tresholds;;
292;;;;;;;
734;change rejected bens;;VO;change;rejected bens;;
336;change requirement;;VO;change;requirement;;
952;change sales order;;VO;change;sales order;;
53;change seat type;;VO;change;seat type;;
292;change service;;VO;change;service;;
846;;;;;;;
21;;;;;;;
133;;;;;;;
292;;;;;;;
432;change setting;;VO;change;setting;;
548;change setting;;VO;change;setting;;
292;change shared allowances;;VO;change;shared allowances;;
292;change shopping cart;;VO;change;shopping cart;;
332;change shopping cart;;VO;change;shopping cart;;
821;change signaalplus device;;VO;change;signaalplus device;;
21;change sip password;;VO;change;sip password;;
292;change site connectivity;;VO;change;site connectivity;;
13;change status;;VO;change;status;;
86;change status to ported in;;VO;change;status;;
953;change status waiting on someone else;;VO;change;status waiting;;
71;change subscription;;VO;change;subscription;;
624;change subscription;;VO;change;subscription;;
464;change thresholds per product;;VO;change;thresholds per product;;
5;change vsdm contract;;VO;change;vsdm contract;;
715;change web content;;VO;change;web content;;
894;channel management;;AN;manage;channel;;
965;channel management;;AN;manage;channel;;
186;charge one time charges;;VO;charge;one time charges;;
186;charge one time charges for business partner customers;;VO;charge;one time charges;for business partner customers;
373;charge price;;VO;charge;price;;
867;charge reseller;;VO;charge;reseller;;
949;charge reseller;;VO;charge;reseller;;
867;charge reseller for fixed;;VO;charge;reseller;for fixed;
949;charge reseller for fixed;;VO;charge;reseller;;
867;charge reseller for managed service;;VO;charge;reseller;for managed service;
949;charge reseller for managed service;;VO;charge;reseller;for managed service;
867;charge reseller for mobile;;VO;charge;reseller;for mobile;
949;charge reseller for mobile;;VO;charge;reseller;for mobile;
867;charge reseller for non cpe hardware;;VO;charge;reseller;for non cpe hardware;
949;charge reseller for non cpe hardware;;VO;charge;reseller;for non cpe hardware;
998;charge vodafone for design;;VO;charge;vodafone;for design;
962;charging nl: fully automated;;AN;charge;;;
959;check access types;;VO;check;access types;;
959;check access types by bol;;VO;check;access types;by bol;
783;check access types needed;;VO;check;access types needed;;
339;check additional resources available;;VO;check;additional resources available;;
268;check allocation of stock;;VO;check;allocation;;
6;check arrangement sending back router;;VO;check;arrangement sending back router;;
5;check article;;VO;check;article;;
922;check availability;;VO;check;availability;;
3;check availability content for treatment;;VO;check;availability content;;
55;check availability in other pools;;VO;check;availability;in other pools;
98;check availability lines;;VO;check;availability lines;;
595;check availability lines;;VO;check;availability lines;;
634;check availability lines;;VO;check;availability lines;;
843;check availability vodafiber;;VO;check;availability vodafiber;;
957;check ban;;VO;check;ban;;
674;check ban information;;VO;check;ban information;;
675;check bar succesfull;;VO;check;bar succesfull;;
677;check bar successful;;VO;check;bar successful;;
679;check bar successful;;VO;check;bar successful;;
682;check bar successful;;VO;check;bar successful;;
684;check bar successful;;VO;check;bar successful;;
645;check bill run;;VO;check;bill run;;
647;check billing job;;VO;check;billing job;;
648;check billing job;;VO;check;billing job;;
886;check blocking request;;VO;check;blocking request;;
688;check bre rulings;;VO;check;bre rulings;;
792;check budget control treshold;;VO;check;budget control treshold;;
692;check build request;;VO;check;build request;;
282;check caller identification details;;VO;check;caller identification details;;
946;check capacity availability;;VO;check;capacity availability;;
838;check change in production environment;;VO;check;change;in production environment;
55;check cm administrative stock;;VO;check;cm administrative stock;;
355;check commitment;;VO;check;commitment;;
93;check commitment;;VO;check;commitment;;
351;check communication matrix for addressing incident;;VO;check;communication matrix;;
327;check compatibility;;VO;check;compatibility;;
131;check compatibility;;VO;check;compatibility;;
512;check content;;VO;check;content;;
211;check contract;;VO;check;contract;;
595;check correctness;;VO;check;correctness;;
634;check correctness;;VO;check;correctness;;
843;check correctness;;VO;check;correctness;;
98;check correctness;;VO;check;correctness;;
444;check coverage;;VO;check;coverage;;
33;check credit;;VO;check;credit;;
191;check credit;;VO;check;credit;;
292;check credit limit;;VO;check;credit limit;;
33;check customer;;VO;check;customer;;
142;check customer;;VO;check;customer;;
839;check customer data;;VO;check;customer data;;
314;check customer eligibility;;VO;check;customer eligibility;;
282;check delinquency;;VO;check;delinquency;;
998;check design;;VO;check;design;;
632;check device;;VO;check;device;;
942;check device;;VO;check;device;;
56;check device compatibility;;VO;check;device compatibility;;
812;check device for repair;;VO;check;device;for repair;
689;check differences;;VO;check;differences;;
731;check dsl servicability;;VO;check;dsl servicability;;
6;check economic value router;;VO;check;economic value router;;
956;check email;;VO;check;email;;
62;check eu country;;VO;check;eu country;;
349;check eu country;;VO;check;eu country;;
283;check excel sheet;;VO;check;excel sheet;;
627;check excel sheet;;VO;check;excel sheet;;
854;check excel sheet;;VO;check;excel sheet;;
284;check existence of saved cart;;VO;check;existence;;
37;check existing address;;VO;check;existing address;;
8;check feasabilty;;VO;check;feasabilty;;
943;check feasibility;;VO;check;feasibility;;
213;check feasibilty configuration change request;;VO;check;feasibilty configuration change request;;
37;check file from group;;VO;check;file;from group;
926;check file quality;;VO;check;file quality;;
212;check for additional distribution;;VO;check;;;
283;check for deliver possibilities;;VO;check;;;
627;check for deliver possibilities;;VO;check;;for deliver possibilities;
854;check for deliver possibilities;;VO;check;;for deliver possibilities;
685;check for differences;;VO;check;;for differences;
885;check for existing customer;;VO;check;;for existing customer;
94;check for out of sync combinations;;VO;check;;;
534;check for secondary sims;;VO;check;;for secondary sims;
815;check for secondary sims;;VO;check;;for secondary sims;
493;check handset on nfc compliancy;;VO;check;handset;;
492;check handset on nfc compliancy;;VO;check;handset;;
491;check handset on nfc compliancy;;VO;check;handset;;
484;check handset or simcard;;VO;check;handset or simcard;;
846;check if account collection in treatment;;VO;check;if account collection;in treatment;
846;check if account collection needs reverse write off;;VO;check;if account collection needs reverse write off;;
846;check if account has payment arrangement;;VO;check;if account has payment arrangement;;
39;check if all other details are identical;;VO;check;if all other details are identical;;
263;check if all other details are identical;;VO;check;if all other details are identical;;
839;check if ban is protected with a password;;VO;check;if ban is protected;with a password;
63;check if bar may be removed;;VO;check;if bar may be removed;;
39;;;;;;;
263;;;;;;;
538;check if ctn already barred;;VO;check;if ctn already barred;;
534;check if customer is overdue;;VO;check;if customer is overdue;;
58;check if customer wants new simcard;;VO;check;if customer wants new simcard;;
95;check if new customer is registered in gemini;;VO;check;if new customer is registered;to correct worklist;
286;check if original return form is returned;;VO;check;if original return form is returned;;
884;check if pa completed;;VO;check;if pa completed;;
286;check if returned delivery is complete;;VO;check;if returned delivery is complete;;
286;check if returned delivery is sealed;;VO;check;if returned delivery is sealed;;
278;check if returned online order had numberporting;;VO;check;if returned online order had numberporting;;
231;check if sim is doa;;VO;check;if sim is doa;;
456;check if stock is available;;VO;check;if stock is available;;
378;check if stock is available;;VO;check;if stock is available;;
912;check if test is needed;;VO;check;if test is needed;;
628;check if time out may be removed;;VO;check;if time out may be removed;;
628;check if time out may be removed;;VO;check;if time out may be removed;;
783;check if vodafiber is green;;VO;check;if vodafiber is green;;
286;check imei;;VO;check;imei;;
52;check impact on delivery site connectivity;;VO;check;impact;on delivery site connectivity;
339;check impact on detailed implementation planning;;VO;check;impact;;
52;check impact on device delivery;;VO;check;impact;on device delivery;
89;check impact on device delivery;;VO;check;impact;;
89;check impact on np process;;VO;check;impact;to vodafone portfolio;
52;check impact on porting process;;VO;check;impact;;
339;check impact on release planning;;VO;check;impact;;
89;check impact on site connectivity;;VO;check;impact;;
883;check implemented data;;VO;check;implemented data;;
837;check in production environment;;VO;check in;production environment;;
975;check incident status;;VO;check;incident status;;
957;check initiator;;VO;check;initiator;;
339;check input received stakeholder;;VO;check;input received stakeholder;;
524;check invoice;;VO;check;invoice;;
941;check invoice details;;VO;check;invoice details;;
863;check issued list;;VO;check;issued list;;
496;check kvk;;VO;check;kvk;;
165;check met dekkingstool / webgis / touchpoint;;VO;check;met dekkingstool / webgis / touchpoint;;
861;check network status;;VO;check;network status;;
945;check network status;;VO;check;network status;;
56;check new content;;VO;check;new content;;
363;check no fault;;VO;check;no fault;;
811;check no fault;;VO;check;no fault;;
321;check oem imei list;;VO;check;oem imei list;;
778;check offer;;VO;check;offer;;
778;check offer;;VO;check;offer;;
266;check order;;VO;check;order;;
377;check order;;VO;check;order;;
457;check order;;VO;check;order;;
696;check order;;VO;check;order;;
829;check order;;VO;check;order;;
848;check order;;VO;check;order;;
496;check order;;VO;check;order;;
378;check order;;VO;check;order;;
386;check order;;VO;check;order;;
376;check order;;VO;check;order;;
556;check order amount and stock level via excel sheet;;VO;check;order amount and stock level;;
998;check order design request by pme;;VO;check;order design request;by pme;
998;check order design request by radioacces;;VO;check;order design request;by radioacces;
284;check order stage;;VO;check;order stage;;
14;check orders;;VO;check;orders;;
676;check orderstatus;;VO;check;orderstatus;;
311;check other means of proof;;VO;check;other means;;
884;check pa status;;VO;check;pa status;;
5;check package;;VO;check;package;;
53;check package;;VO;check;package;;
371;check package;;VO;check;package;;
839;check password;;VO;check;password;;
14;check payment;;VO;check;payment;;
85;check porting viability;;VO;check;porting viability;;
33;check possible mitigation;;VO;check;possible mitigation;;
252;check postalcode on certified line;;VO;check;postalcode;;
182;check postalcode on dsl availability;;VO;check;postalcode;;
183;check postalcode on dsl availability;;VO;check;postalcode;;
14;check prefix;;VO;check;prefix;;
35;check prefix;;VO;check;prefix;;
39;check prefix;;VO;check;prefix;;
68;check prefix;;VO;check;prefix;;
257;check prefix;;VO;check;prefix;;
398;check prefix;;VO;check;prefix;;
531;check prepaid or postpaid simcard;;VO;check;prepaid or postpaid simcard;;
246;check product compatibility;;VO;check;product compatibility;;
23;check product type;;VO;check;product type;;
954;check quantity does not exceed licenses;;VO;check;quantity does not exceed licenses;;
254;check quantity does not exceed licenses;;VO;check;quantity does not exceed licenses;;
113;check questionnaire;;VO;check;questionnaire;;
6;check receipt router;;VO;check;receipt router;;
319;check received docs;;VO;check;received docs;;
926;check record# and segmentation;;VO;check;record# and segmentation;;
363;check repair costs;;VO;check;repair costs;;
562;check repair costs;;VO;check;repair costs;;
811;check repair costs;;VO;check;repair costs;;
65;check report;;VO;check;report;;
825;check report;;VO;check;report;;
24;check reqs by testline;;VO;check;reqs;by testline;
841;check request;;VO;check;request;;
953;check request;;VO;check;request;;
95;check request;;VO;check;request;;
957;check request;;VO;check;request;;
7;check request decommissioning;;VO;check;request decommissioning;;
913;check request decommissioning;;VO;check;request decommissioning;;
914;check request for change;;VO;check;request;;
239;check requirements and priorities;;VO;check;requirements and priorities;to repair order;
874;check retail and wholesale invoice;;VO;check;retail and wholesale invoice;;
326;check retainability;;VO;check;retainability;;
626;check retainability;;VO;check;retainability;;
385;check retainability;;VO;check;retainability;to virtual dcs;
416;check retainability;;VO;check;retainability;;
647;check returns reason and device;;VO;check;returns reason and device;;
648;check returns reason and device;;VO;check;returns reason and device;;
997;check rfc;;VO;check;rfc;;
952;check sales order;;VO;check;sales order;;
697;check selected node;;VO;check;selected node;;
971;check service availability;;VO;check;service availability;;
248;check serviceability;;VO;check;serviceability;;
131;check serviceability;;VO;check;serviceability;;
323;check servicibility;;VO;check;servicibility;;
291;check shopping card;;VO;check;shopping card;;
293;check shopping card;;VO;check;shopping card;;
56;check sim compatibility;;VO;check;sim compatibility;;
57;check simcard type in crm;;VO;check;simcard type;;
58;check simcard type in crm;;VO;check;simcard type;;
58;check simcard type in crm at shop;;VO;check;simcard type;;
5;check simcard type in crm at shop;;VO;check;simcard type;in crm at shop;
532;check simcard type in crm at shop;;VO;check;simcard type;in crm at shop;
319;check site survey;;VO;check;site survey;;
487;check sort of bar;;VO;check;sort;;
526;check sort of bar;;VO;check;sort;of bar;
62;check spending limit;;VO;check;spending limit;;
349;check spending limit;;VO;check;spending limit;;
112;check status in unify;;VO;check;status;;
364;check status in unify;;VO;check;status;;
112;check status reminder letters;;VO;check;status reminder letters;;
364;check status reminder letters;;VO;check;status reminder letters;;
97;check status with ecs nm;;VO;check;status;;
952;check stock;;VO;check;stock;;
248;check stock availability;;VO;check;stock availability;;
322;check stock availability;;VO;check;stock availability;;
738;check stock availability;;VO;check;stock availability;;
266;check supplier invoice;;VO;check;supplier invoice;;
319;check synchronization requirement;;VO;check;synchronization requirement;;
567;check team credentials in gemini;;VO;check;team credentials;in gemini;
26;check technical environment;;VO;check;technical environment;;
465;check technical feasibility;;VO;check;technical feasibility;;
866;check terms to resume;;VO;check;terms;;
914;check textual change;;VO;check;textual change;;
786;check the collection status;;VO;check;the collection status;in sap;
786;check the customer status;;VO;check;the customer status;;
42;check type of seat;;VO;check;type;of seat;
955;check type of seat;;VO;check;type;of seat;
841;check type of time out;;VO;check;type;of time out;
334;check viability;;VO;check;viability;;
336;check viability of requirements;;VO;check;viability;;
811;check warranty;;VO;check;warranty;;
942;check warranty;;VO;check;warranty;;
363;check warranty;;VO;check;warranty;;
812;check wether device is issued by vodafone;;VO;check;wether device is issued;;
786;check whether collection treatment should be paused in unify;;VO;check;whether collection treatment should be paused;in unify;
786;check whether suspension is necessary;;VO;check;whether suspension is necessary;;
786;check whether suspension is necessary;;VO;check;whether suspension is necessary;;
528;check which bar is placed;;VO;check;which bar is placed;;
22;check with customer cita;;VO;check;;with customer cita;
396;check with customer on costs;;VO;check;;;
485;check with faq on vfnl site;;VO;check;;;
485;check world manual;;VO;check;world manual;;
564;choose account;;VO;choose;account;;
51;choose an option;;VO;choose;an option;;
543;choose bar functionality;;VO;choose;bar functionality;;
51;choose cli options;;VO;choose;cli options;;
649;choose confirmation letter;;VO;choose;confirmation letter;;
53;choose delegate;;VO;choose;delegate;;
119;choose double entry process options;;VO;choose;double entry process options;;
222;choose double entry process options;;VO;choose;double entry process options;;
127;choose menu option;;VO;choose;menu option;;
293;choose mobile phone;;VO;choose;mobile phone;;
293;choose number of licences;;VO;choose;number;of licences;
227;choose offer / best fit;;VO;choose;offer / best fit;;
243;choose organizational role assignment;;VO;choose;organizational role assignment;;
774;choose registreren;;VO;choose;registreren;;
777;choose registreren;;VO;choose;registreren;;
594;choose registreren;;VO;choose;registreren;;
954;choose selection help;;VO;choose;selection help;;
53;choose shortcode for seat;;VO;choose;shortcode;for seat;
6;choose shortcode no update;;VO;choose;shortcode no update;;
53;choose single seat;;VO;choose;single seat;;
53;choose standard switchboard group;;VO;choose;standard switchboard group;;
629;choose unbar ctn;;VO;choose;unbar ctn;;
757;chq deliver goods;;VO;chq;deliver goods;;
757;chq deliver group level allowance;;VO;allow;chq deliver group level;;
757;chq negotiate end user configuration;;VO;negotiate;end user configuration;;
886;ciboodle case creation for 1st request;;AN;create;ciboodle case;;
942;claim warranty;;VO;claim;warranty;;
768;clarify cwr;;VO;clarify;cwr;;
139;clarify non correct order;;VO;clarify;non correct order;;
768;clarify privacy requirements;;VO;clarify;privacy requirements;;
1;classify customer request;;VO;classify;customer request;;
669;classify customer request;;VO;classify;customer request;;
669;classify customer request sp;;VO;classify;customer request sp;;
944;classify problem;;VO;classify;problem;;
997;classify rfc;;VO;classify;rfc;;
161;clc 11 plan releases configuration changes;;VO;clc;11 plan releases configuration changes;;
381;clc 11 plan releases configuration changes;;VO;clc;11 plan releases configuration changes;;
161;clc 13 track configuration and testing;;AN;configure;clc 13 track;;
381;clc 13 track configuration and testing;;AN;configure;clc 13 track;;
161;clc 14 go live configuration changes;;VO;clc;14 go live configuration changes;;
381;clc 14 go live configuration changes;;VO;clc;14 go live configuration changes;;
161;clc 41 test configuration change;;AN;change;clc 41 test configuration;;
381;clc 41 test configuration change;;AN;change;clc 41 test configuration;;
339;clc 41 testing configuration change;;AN;change;clc 41 testing configuration;;
381;clc 42 quality assurance configuration change;;AN;change;clc 42 quality assurance configuration;;
161;clc 42 quality assurance configuration change;;AN;change;clc 42 quality assurance configuration;;
339;clc make configuration change 1;;AN;make;configuration change;;
783;clean order;;VO;clean;order;;
888;clear hardware;;VO;clear;hardware;;
35;click download button;;VO;click;download button;;
35;click provided link;;VO;click;provided link;;
243;click url received via mail;;VO;click;url received;via mail;
574;clone admin;;VO;clone;admin;;
61;clone admin;;VO;clone;admin;;
362;close account error ticket;;VO;close;account error ticket;;
362;close account error ticket2;;VO;close;account error ticket2;;
362;;;;;;;
866;close ai;;VO;close;ai;;
866;close ai;;VO;close;ai;;
545;close billing incident;;VO;close;billing incident;;
66;close billing incident;;VO;close;billing incident;;
19;close bop order;;VO;close;bop order;;
4;close case;;VO;close;case;;
4;close case;;VO;close;case;;
27;close case;;VO;close;case;;
732;close case;;VO;close;case;;
875;close case;;VO;close;case;;
875;close case;;VO;close;case;;
729;close case in service navigator;;VO;close;case;in service navigator;
886;;;;;;;
113;close ciboodle;;VO;close;ciboodle;;
84;close ciboodle case;;VO;close;ciboodle case;;
937;close ciboodle case;;VO;close;ciboodle case;;
86;close ciboodle case;;VO;close;ciboodle case;;
86;close ciboodle case;;VO;close;ciboodle case;;
113;close ciboodle case;;VO;close;ciboodle case;;
814;close ciboodle case;;VO;close;ciboodle case;;
84;close ciboodle case 2;;VO;close;ciboodle case 2;;
814;close ciboodle case 2;;VO;close;ciboodle case 2;;
937;close customer request;;VO;close;customer request;;
71;close incident;;VO;close;incident;;
78;close incident;;VO;close;incident;;
358;close incident;;VO;close;incident;;
432;close incident;;VO;close;incident;;
548;close incident;;VO;close;incident;;
666;close incident;;VO;close;incident;;
667;close incident;;VO;close;incident;;
712;close incident;;VO;close;incident;;
971;close incident;;VO;close;incident;;
299;close incident;;VO;close;incident;;
343;close incident;;VO;close;incident;;
547;close incident;;VO;close;incident;;
838;close issue;;VO;close;issue;;
838;close issue;;VO;close;issue;;
66;close issue agent corporate;;VO;close;issue agent corporate;;
545;close issue agent corporate;;VO;close;issue agent corporate;;
73;close issue vic customer;;VO;close;issue vic customer;;
713;close issue vic customer;;VO;close;issue vic customer;;
33;close opportunity;;VO;close;opportunity;;
336;close opportunity;;VO;close;opportunity;;
234;close opportunity;;VO;close;opportunity;;
67;close order;;VO;close;order;;
457;close order;;VO;close;order;;
848;close order;;VO;close;order;;
71;close order action;;VO;close;order action;;
612;close order action;;VO;close;order action;;
624;close order action;;VO;close;order action;;
652;close order action;;VO;close;order action;;
672;close order action;;VO;close;order action;;
116;close order action;;VO;close;order action;to stock;
837;close orp item;;VO;close;orp item;;
922;close pp phase;;VO;close;pp phase;;
868;close project;;VO;close;project;;
733;close radioaccess case;;VO;close;radioaccess case;;
8;close remedy ticket;;VO;close;remedy ticket;;
849;close remedy ticket;;VO;close;remedy ticket;;
881;close remedy ticket;;VO;close;remedy ticket;;
86;close remedy ticket;;VO;close;remedy ticket;;
81;close rma;;VO;close;rma;;
1;close support request;;VO;close;support request;;
411;close support request;;VO;close;support request;;
669;close support request;;VO;close;support request;;
669;close support request sp;;VO;close;support request sp;;
1;close support request3;;VO;close;support request3;;
641;close tlr;;VO;close;tlr;;
73;close trouble ticket;;VO;close;trouble ticket;;
861;closure of rfc by vf cm;;AN;close;rfc;by vf cm;
766;cm 1st line close incident;;VO;close;incident;;
976;cm 1st line close incident;;VO;close;incident;;
976;cm 1st line receive information;;VO;receive;information;;
976;cm 1st line transfer incident to cm 2nd line;;VO;transfer;incident;to cm 2nd line;
766;cm 2nd line close incident;;VO;close;incident;;
976;cm 2nd line close incident;;VO;close;incident;;
766;cm 2nd line receive information;;VO;receive;information;;
976;cm 2nd line receive information;;VO;receive;information;;
976;cm 2nd line transfer incident to cm billing;;VO;transfer;incident;to cm billing;
976;cm billing close incident;;VO;close;incident;;
976;cm billing close own incident;;VO;close;incident;;
976;cm billing receive information;;VO;receive;information;;
976;cm billing receive information own incident;;VO;receive;information;;
471;cm cancel;;AN;cancel;cm;;
145;cms mobile channel;;AN;channel;cms mobile;;
634;collect and send;;VO;collect and send;;;
782;collect and send;;VO;collect and send;;;
843;collect and send;;VO;collect and send;;;
292;collect bill from wholesales customer;;VO;collect;bill;from wholesales customer;
292;collect bill of sales engineering project;;VO;collect;bill;of sales engineering project;
292;collect bill of site survey;;VO;collect;bill;of site survey;
292;collect bill of sold hardware;;VO;collect;bill;of sold hardware;
54;collect content;;VO;collect;content;;
338;collect customer information;;VO;collect;customer information;;
229;collect data;;VO;collect;data;;
163;collect data;;VO;collect;data;;
457;collect delivery status;;VO;collect;delivery status;;
292;collect for online services;;VO;collect;;for online services;
292;collect from reserved unit;;VO;collect;;from reserved unit;
692;collect individual device information;;VO;collect;individual device information;;
57;collect information;;VO;collect;information;;
937;collect mail;;VO;collect;mail;;
231;collect new prepaid package;;VO;collect;new prepaid package;;
135;collect new sim;;VO;collect;new sim;;
292;collect offline consumption data;;VO;collect;offline consumption data;;
292;collect online consumption data;;VO;collect;online consumption data;;
135;collect payment;;VO;collect;payment;;
292;collect payment;;VO;collect;payment;;
338;collect payment;;VO;collect;payment;;
441;collect payments;;VO;collect;payments;;
473;collect payments;;VO;collect;payments;;
391;collect privacy risks;;VO;collect;privacy risks;;
867;collect reseller payment;;VO;collect;reseller payment;;
949;collect reseller payment;;VO;collect;reseller payment;;
97;collect sim card at vfw;;VO;collect;sim card;at vfw;
99;collect sim card at vfw;;VO;collect;sim card;at vfw;
479;collect sim card at vfw;;VO;collect;sim card;at vfw;
365;collect sobe reports;;VO;collect;sobe reports;;
14;collect the amount;;VO;collect;the amount;;
75;;;;;;;
962;collection management;;AN;manage;collection;;
8;color coding;;AN;code;color;;
19;color coding;;AN;code;color;;
33;color coding;;AN;code;color;;
41;color coding;;AN;code;color;;
47;color coding;;AN;code;color;;
47;color coding;;AN;code;color;;
54;color coding;;AN;code;color;;
739;color coding;;AN;code;color;;
199;color coding;;AN;code;color;;
394;come up with idea;;VO;come up;;;
339;commnicate configuration change planned later release;;VO;commnicate;configuration change planned later release;;
552;communicate approval;;VO;communicate;approval;;
466;communicate back to requestor not feasible;;VO;communicate;back;to requestor not feasible;
81;communicate configuration changes in production;;VO;communicate;configuration changes;in production;
19;communicate delivery completion to bss;;VO;communicate;delivery completion;;
549;communicate devicelist to synchronoss;;VO;communicate;devicelist;to synchronoss;
552;communicate disapproval;;VO;communicate;disapproval;;
553;communicate disapproval;;VO;communicate;disapproval;;
216;communicate dvt results;;VO;communicate;dvt results;;
468;communicate forecast to vpc;;VO;communicate;forecast;to vpc;
975;communicate incident status;;VO;communicate;incident status;;
327;communicate lead time to the customer;;VO;communicate;lead time;to the customer;
221;communicate not enough credit;;VO;communicate;not enough credit;;
314;communicate notification;;VO;communicate;notification;;
154;communicate payment result;;VO;communicate;payment result;;
114;communicate planned rfs date;;VO;communicate;planned rfs date;;
46;communicate product code updates;;VO;communicate;product code updates;;
216;communicate product launch;;VO;communicate;product launch;;
81;communicate release going into production;;VO;communicate;release going into production;;
466;communicate request to central department;;VO;communicate;request;to central department;
688;communicate restore;;VO;communicate;restore;;
589;communicate result of credit check;;VO;communicate;result;of credit check;
45;communicate success subscription fulfilment;;VO;communicate;success subscription fulfilment;;
449;communicate success subscription fulfilment;;VO;communicate;success subscription fulfilment;;
45;communicate successful verfication to customer;;VO;communicate;successful verfication;to customer;
449;communicate successful verfication to customer;;VO;communicate;successful verfication;to customer;
876;;;;;;;
13;compare active and purchased seats per customer;;VO;compare;active and purchased seats per customer;;
831;compare audit lists;;VO;compare;audit lists;;
472;compare configured data;;VO;compare;configured data;;
94;compare purchase with sales;;VO;compare;purchase;with sales;
94;compare sales with purchase;;VO;compare;sales;with purchase;
139;compare so and real order;;VO;compare;so and real order;;
938;compatibility check;;AN;check;compatibility;;
463;complaint process;;VO;complaint;process;;
594;complete activation;;VO;complete;activation;;
774;complete activation;;VO;complete;activation;;
777;complete activation;;VO;complete;activation;;
331;complete address information;;VO;complete;address information;;
837;complete briefing and assign to content editor;;VO;complete;briefing and assign;to content editor;
692;complete build request;;VO;complete;build request;;
72;complete change;;VO;complete;change;;
12;complete change delivery;;VO;complete;change delivery;;
292;complete change delivery;;VO;complete;change delivery;;
292;complete direct order;;VO;complete;direct order;;
332;complete direct order;;VO;complete;direct order;;
292;complete direct retention request;;VO;complete;direct retention request;;
292;complete indirect order;;VO;complete;indirect order;;
332;complete indirect order;;VO;complete;indirect order;;
292;complete indirect retention request;;VO;complete;indirect retention request;;
95;complete negotiate product configuration;;VO;complete;negotiate product configuration;;
925;complete ods;;VO;complete;ods;;
33;complete order;;VO;complete;order;;
