M_ID;M_CODE;Label;Split;Checked;Style;Action;Action Mod;Business Object;VP;Tags;PARSE
455;1Tr_gd86;closing operations;;;NA;;;closing operations;false;;(ROOT (NP (JJ closing) (NNS operations)))
460;1Tr_gh06;closing operations;;;NA;;;closing operations;false;;(ROOT (NP (JJ closing) (NNS operations)))
464;1Tr_gjb3;closing operations;;;NA;;;closing operations;false;;(ROOT (NP (JJ closing) (NNS operations)))
468;1Tr_gm2d;closing operations;;;NA;;;closing operations;false;;(ROOT (NP (JJ closing) (NNS operations)))
0;1An_ka9y;closing operations [ asset accounting ];;;NA;;;closing operations;false;;(ROOT (S (NP (VBG closing) (NNS operations)) (VP (VBZ -LSB-) (NP (NN asset) (NN accounting) (NNS -RSB-)))))
358;1Pr_d1ur;collaboration;;;AN_NP;collaborate;;;false;;(ROOT (NP (NN collaboration)))
375;1Pr_dkfa;collaboration;;;AN_NP;collaborate;;;false;;(ROOT (NP (NN collaboration)))
191;1In_aklk;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
200;1In_awpb;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
207;1In_b3z3;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
215;1In_be6n;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
230;1Ku_97uj;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
243;1Ku_9soy;collective time confirmation;;;AN_NP;confirm;;collective time;false;;(ROOT (FRAG (NP (JJ collective) (NN time) (NN confirmation))))
565;1Ve_80w9;billing document cancellation;;;AN_NP;cancel;;billing document;true;;(ROOT (S (VP (VBG billing) (NP (NN document) (NN cancellation)))))
224;1Ku_8y3g;billing request processing;;;AN_NP;process;;billing request;true;;(ROOT (S (VP (VBG billing) (NP (NN request) (NN processing)))))
483;1Un_jwkf;comments;;;NA;;;comments;false;;(ROOT (NP (NNS comments)))
494;1Un_k89c;comments;;;NA;;;comments;false;;(ROOT (NP (NNS comments)))
128;1Ex_dxa3;commitments documents carryforward;;;AN_NP;carry forward;;commitments documents;false;;(ROOT (S (NP (NNS commitments) (NNS documents)) (VP (VBD carryforward))))
501;1Ve_4hbk;commodity code processing;;;AN_NP;process;;commodity code;false;;(ROOT (NP (NN commodity) (NN code) (NN processing)))
500;1Ve_4gw1;communication / print;;;AN_NP;communicate, print;;;false;;(ROOT (S (NP (NN communication) (NNS \/)) (VP (VBP print))))
142;1Ex_e6n6;company merger;;;AN_NP;merge;;company;false;;(ROOT (NP (NN company) (NN merger)))
142;1Ex_e6n6;company split;;;AN_NP;split;;company;false;;(ROOT (NP (NN company) (NN split)))
185;1Im_ljm4;comparative group rent adjustment preparation;;;AN_NP;prepare;;comparative group rent adjustment;false;;(ROOT (NP (JJ comparative) (NN group) (NN rent) (NN adjustment) (NN preparation)))
228;1Ku_93jr;billing request processing;;;AN_NP;proces;;billing request;true;;(ROOT (S (VP (VBG billing) (NP (NN request) (NN processing)))))
364;1Pr_da70;billing request processing;;;AN_NP;process;;billing request;true;;(ROOT (S (VP (VBG billing) (NP (NN request) (NN processing)))))
577;1Ve_m3i8;compensation plan consolidation;;;AN_NP;consolidate;;compensation plan;false;;(ROOT (NP (NN compensation) (NN plan) (NN consolidation)))
573;1Ve_m2sp;compensation planning;;;AN_NP;plan;;compensation;false;;(ROOT (NP (NN compensation) (NN planning)))
573;1Ve_m2sp;compensation planning check;;;AN_NP;check;;compensation planning;false;;(ROOT (S (NP (NN compensation) (NN planning)) (VP (VBP check))))
575;1Ve_m3ae;compensation planning check;;;AN_NP;check;;compensation planning;false;;(ROOT (S (NP (NN compensation) (NN planning)) (VP (VBP check))))
509;1Ve_4q66;complaints;;;NA;;;complaints;false;;(ROOT (NP (NNS complaints)))
187;1In_agyu;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
196;1In_aslk;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
203;1In_b19m;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
211;1In_bb6y;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
225;1Ku_903f;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
238;1Ku_9mgu;completion confirmation;;;AN_NP;confirm;;completion;false;;(ROOT (NP (NN completion) (NN confirmation)))
507;1Ve_4mxc;condition processing;;;AN_NP;process;;condition;false;;(ROOT (NP (NN condition) (NN processing)))
350;1Pr_afh-;configuration profile distribution;;;AN_NP;distribute;;configuration profile;false;;(ROOT (NP (NN configuration) (NN profile) (NN distribution)))
310;1Pr_10om;configuration profile processing;;;AN_NP;process;;configuration profile;false;;(ROOT (NP (NN configuration) (NN profile) (NN processing)))
310;1Pr_10om;configuration simulation;;;AN_NP;simulate;;configuration;false;;(ROOT (NP (NN configuration) (NN simulation)))
52;1Be_22v7;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
60;1Be_2kiu;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
76;1Be_32fe;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
82;1Be_3bub;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
513;1Ve_4zsw;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
535;1Ve_6bms;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
557;1Ve_7lu4;confirmation;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation)))
371;1Pr_dgrn;confirmation from pdc and external systems;;;AN_NP;confirm;;;false;;(ROOT (NP (NN confirmation) (PP (IN from) (NP (NN pdc) (CC and) (JJ external) (NNS systems)))))
47;1Ar_m8qw;confirmation of adjustment of benefits participation;;;AN_OF;confirm;;adjustment;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN adjustment))) (PP (IN of) (NP (NNS benefits) (NN participation)))))
232;1Ku_9do6;confirmation of picking;;;AN_OF;confirm;;picking;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN picking)))))
245;1Ku_9yyx;confirmation of picking;;;AN_OF;confirm;;picking;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN picking)))))
256;1Ku_acul;confirmation of picking;;;AN_OF;confirm;;picking;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN picking)))))
278;1Pe_lvyh;confirmation of receipt of application;;;AN_OF;confirm;;receipt;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN receipt))) (PP (IN of) (NP (NN application)))))
529;1Ve_5x4o;confirmation of removal f. storage;;;AN_OF;confirm;;removal f. storage;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN removal) (NN f.) (NN storage)))))
567;1Ve_84am;confirmation of removal f. storage;;;AN_OF;confirm;;removal f. storage;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN removal) (NN f.) (NN storage)))))
70;1Be_2vbl;confirmation of stock placement;;;AN_OF;confirm;;stock placement;false;;(ROOT (NP (NN confirmation) (PP (IN of) (NP (NN stock) (NN placement)))))
532;1Ve_62rl;consignment fill-up;;;AN_NP;fill up;;consignment;false;;(ROOT (NP (JJ consignment) (NN fill-up)))
532;1Ve_62rl;consignment issue;;;AN_NP;issue;;consignment;false;;(ROOT (NP (JJ consignment) (NN issue)))
532;1Ve_62rl;consignment pickup;;;AN_NP;pickup;;consignment;false;;(ROOT (NP (JJ consignment) (NN pickup)))
241;1Ku_9p00;billing request processing;;;AN_NP;process;process;billing request;true;;(ROOT (S (VP (VBG billing) (NP (NN request) (NN processing)))))
262;1Ku_agow;call center evaluations;;;AN_NP;evaluate;;call center;true;;(ROOT (S (VP (VB call) (NP (NN center) (NNS evaluations)))))
48;1Ar_ma2i;consistency check for benefits selection;;;AN_NP;check;;consistency;false;;(ROOT (NP (NN consistency) (NN check) (PP (IN for) (NP (NNS benefits) (NN selection)))))
590;1Ve_m75y;consolidation of grant plan;;;AN_OF;consolidate;;grant plan;false;;(ROOT (NP (NN consolidation) (PP (IN of) (NP (NN grant) (NN plan)))))
132;1Ex_e1oz;consolidation of investments;;;AN_OF;consolidate;;investments;false;;(ROOT (NP (NN consolidation) (PP (IN of) (NP (NNS investments)))))
488;1Un_k1qh;consolidation of investments;;;AN_OF;consolidate;;investments;false;;(ROOT (NP (NN consolidation) (PP (IN of) (NP (NNS investments)))))
382;1Pr_dqw8;cash flow evaluation;;;AN_NP;cash;;flow evaluation;true;;(ROOT (S (VP (VB cash) (NP (NN flow) (NN evaluation)))))
88;1Be_8uyu;continuous inventory wm;;;NA;;;continuous inventory wm;false;;(ROOT (NP (JJ continuous) (NN inventory) (NNS wm)))
55;1Be_2aze;contract release order;;;NA;;;contract release order;false;;(ROOT (NP (NN contract) (NN release) (NN order)))
78;1Be_34is;contract release order;;;NA;;;contract release order;false;;(ROOT (NP (NN contract) (NN release) (NN order)))
85;1Be_3j4l;contract release order;;;NA;;;contract release order;false;;(ROOT (NP (NN contract) (NN release) (NN order)))
394;1Pr_htc-;change execution w/o ecr / eco;;;AN_NP;execute;;change;true;;(ROOT (SINV (VP (VB change) (NP (NN execution))) (NP (NN w\/o) (NN ecr) (NNP \/) (NNP eco))))
391;1Pr_fbh-;change execution with ecr/eco;;;AN_NP;execute;;change;true;;(ROOT (S (VP (VB change) (NP (NN execution)) (PP (IN with) (NP (NN ecr\/eco))))))
40;1An_laym;change in a leasing agreement;;;AN_NP;change;;;true;;(ROOT (S (VP (VB change) (PP (IN in) (NP (DT a) (NN leasing) (NN agreement))))))
134;1Ex_e43l;change in indirect investment;;;AN_NP;change;;;true;;(ROOT (S (VP (VB change) (PP (IN in) (NP (JJ indirect) (NN investment))))))
332;1Pr_3nuo;conversion of planned order;;;AN_OF;convert;;planned order;false;;(ROOT (NP (NN conversion) (PP (IN of) (NP (VBN planned) (NN order)))))
339;1Pr_43om;conversion of planned order;;;AN_OF;convert;;planned order;false;;(ROOT (NP (NN conversion) (PP (IN of) (NP (VBN planned) (NN order)))))
367;1Pr_dcid;conversion of planned order;;;AN_OF;convert;;planned order;false;;(ROOT (NP (NN conversion) (PP (IN of) (NP (VBN planned) (NN order)))))
478;1Un_japr;copy actual costs - profit center planning;;;VOS;copy;;actual costs;false;;(ROOT (NP (NN copy) (JJ actual) (NNS costs) (: -) (NN profit) (NN center) (NN planning)))
111;1Er_h8hr;copy actual costs -> profit center planning;;;VOS;copy;;actual costs;false;;(ROOT (NP (NN copy) (JJ actual) (NNS costs) (: -) (JJ >) (NN profit) (NN center) (NN planning)))
143;1Ex_e76a;change in material price;;;AN_NP;change;;;true;;(ROOT (S (VP (VB change) (PP (IN in) (NP (NN material) (NN price))))))
144;1Ex_e7kd;change in material price;;;AN_NP;change;;;true;;(ROOT (S (VP (VB change) (PP (IN in) (NP (NN material) (NN price))))))
402;1Pr_qik-;change master record processing via cad interface;;;AN_NP;process;;change master record;true;;(ROOT (S (VP (VB change) (NP (NN master) (NN record) (NN processing) (PP (IN via) (NP (NN cad) (NN interface)))))))
490;1Un_k54y;copy of dimensions;;;AN_OF;copy;;dimensions;false;;(ROOT (NP (NN copy) (PP (IN of) (NP (NNS dimensions)))))
478;1Un_japr;copy plan from previous year - profit center planning;;;VOS;copy;;plan;false;;(ROOT (NP (NP-TMP (NP (NN copy) (NN plan)) (PP (IN from) (NP (JJ previous) (NN year)))) (: -) (NN profit) (NN center) (NN planning)))
111;1Er_h8hr;copy plan from previous year -> profit center planning;;;VOS;copy;;plan;false;;(ROOT (NP (NP-TMP (NP (NN copy) (NN plan)) (PP (IN from) (NP (JJ previous) (NN year)))) (: -) (JJ >) (NN profit) (NN center) (NN planning)))
391;1Pr_fbh-;change message processing;;;AN_NP;process;;change message;true;;(ROOT (S (VP (VB change) (NP (NN message) (NN processing)))))
390;1Pr_f7e-;change mgmt with engineering change request/order ( ecr/eco );;;AN_NP;manage;;change;true;;(ROOT (S (VP (VB change) (NP (NN mgmt)) (PP (IN with) (NP (NN engineering) (NN change) (NN request\/order) (PRN (-LRB- -LRB-) (NP (NNP ecr\/eco)) (-RRB- -RRB-)))))))
155;1Ex_egln;correspondence with customers;;;AN_NP;correspond;;;false;;(ROOT (NP (NN correspondence) (PP (IN with) (NP (NNS customers)))))
157;1Ex_ehmr;correspondence with customers;;;AN_NP;correspond;;;false;;(ROOT (NP (NN correspondence) (PP (IN with) (NP (NNS customers)))))
165;1Ex_eoxo;correspondence with vendors;;;AN_NP;correspond;;;false;;(ROOT (NP (NN correspondence) (PP (IN with) (NP (NNS vendors)))))
167;1Ex_epnw;correspondence with vendors;;;AN_NP;correspond;;;false;;(ROOT (NP (NN correspondence) (PP (IN with) (NP (NNS vendors)))))
113;1Er_hhi9;cost accrual - plan;;;AN_NP;accrue;;costs;false;;(ROOT (NP (NN cost) (NN accrual) (: -) (NN plan)))
108;1Er_h4fo;cost and activity planning;;;AN_NP;plan;;cost, activity;false;;(ROOT (NP (NN cost) (CC and) (NN activity) (NN planning)))
475;1Un_j73d;cost and activity planning;;;AN_NP;plan;;cost, activity;false;;(ROOT (NP (NN cost) (CC and) (NN activity) (NN planning)))
122;1Er_ixgh;cost and revenue allocation to profitability analysis;;;AN_NP;allocate;;cost, revenue;false;;(ROOT (NP (NN cost) (CC and) (NN revenue) (NN allocation) (PP (TO to) (NP (NN profitability) (NN analysis)))))
350;1Pr_afh-;change number distribution;;;AN_NP;distribute;;change number;true;;(ROOT (S (VP (VB change) (NP (NN number) (NN distribution)))))
66;1Be_2rxu;consignment / pipeline settlement;;;AN_NP;settle;;consignment, pipeline;true;;(ROOT (S (VP (VB consignment) (NP (JJ \/) (NN pipeline) (NN settlement)))))
113;1Er_hhi9;cost element planning ( order with integrated planning );;;AN_NP;plan;;cost element;false;;(ROOT (NP (NN cost) (NN element) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order) (PP (IN with) (NP (JJ integrated) (NN planning)))) (-RRB- -RRB-))))
480;1Un_jh6h;cost element planning ( order with integrated planning );;;AN_NP;plan;;cost element;false;;(ROOT (NP (NN cost) (NN element) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order) (PP (IN with) (NP (JJ integrated) (NN planning)))) (-RRB- -RRB-))))
113;1Er_hhi9;cost element planning ( order );;;AN_NP;plan;;cost element;false;;(ROOT (NP (NN cost) (NN element) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order)) (-RRB- -RRB-))))
480;1Un_jh6h;cost element planning ( order );;;AN_NP;plan;;cost element;false;;(ROOT (NP (NN cost) (NN element) (NN planning) (PRN (-LRB- -LRB-) (NP (NN order)) (-RRB- -RRB-))))
75;1Be_322n;consignment / pipeline settlement;;;AN_NP;settle;;consignment, pipeline;true;;(ROOT (S (VP (VB consignment) (NP (JJ \/) (NN pipeline) (NN settlement)))))
375;1Pr_dkfa;cost planning;;;AN_NP;plan;;cost;false;;(ROOT (NP (NN cost) (NN planning)))
309;1Pe_mie0;continued pay for sickness;;;AN_NP;pay;continued;;true;;(ROOT (SINV (VP (VBD continued)) (NP (NN pay) (PP (IN for) (NP (NN sickness))))))
341;1Pr_474u;control recipe creation;;;AN_NP;create;;control recipe;true;;(ROOT (S (VP (VB control) (NP (NN recipe) (NN creation)))))
341;1Pr_474u;control recipe transfer;;;AN_NP;transfer;;control recipe;true;;(ROOT (S (VP (VB control) (NP (NN recipe) (NN transfer)))))
115;1Er_hsto;cost center analysis;;;AN_NP;analyse;;cost center;true;;(ROOT (S (VP (VB cost) (NP (NN center) (NN analysis)))))
121;1Er_iqc9;cost object summarization;;;AN_NP;summarize;;cost object;true;;(ROOT (S (VP (VB cost) (NP (NN object) (NN summarization)))))
20;1An_ks6c;cost reposting;;;AN_NP;repost;;cost;false;;(ROOT (NP (NN cost) (NN reposting)))
27;1An_l2cf;cost reposting;;;AN_NP;repost;;cost;false;;(ROOT (NP (NN cost) (NN reposting)))
123;1Er_ixso;cost reposting ( controlling );;;AN_NP;repost;;cost;false;;(ROOT (NP (NN cost) (NN reposting) (PRN (-LRB- -LRB-) (NP (JJ controlling)) (-RRB- -RRB-))))
30;1An_l6i9;cost planning [ investment programs ];;;AN_NP;plan;;cost;true;;(ROOT (SINV (VP (VBD cost) (S (VP (VBG planning) (NP (JJ -LSB-) (NN investment) (NNS programs))))) (NP (NNP -RSB-))))
123;1Er_ixso;cost reposting line item;;;AN_IRR;repost;;cost, line item;false;;(ROOT (NP (NN cost) (NN reposting) (, ,) (NN line) (NN item)))
330;1Pr_33k-;cost planning in networks;;;AN_NP;plan;;cost;true;;(ROOT (S (VP (VB cost) (NP (NN planning)) (PP (IN in) (NP (NNS networks))))))
386;1Pr_dufm;cost planning in networks;;;AN_NP;plan;;cost;true;;(ROOT (S (VP (VB cost) (NP (NN planning)) (PP (IN in) (NP (NNS networks))))))
330;1Pr_33k-;cost planning in work breakdown structure;;;AN_NP;plan;;cost;true;;(ROOT (S (VP (VB cost) (NP (NN planning)) (PP (IN in) (NP (NN work) (NN breakdown) (NN structure))))))
386;1Pr_dufm;cost planning in work breakdown structure;;;AN_NP;plan;;cost;true;;(ROOT (S (VP (VB cost) (NP (NN planning)) (PP (IN in) (NP (NN work) (NN breakdown) (NN structure))))))
123;1Er_ixso;cost reposting using fi document reversal;;;AN_NP;repost;;cost;true;;(ROOT (S (VP (VB cost) (VBG reposting) (S (VP (VBG using) (NP (JJ fi) (NN document) (NN reversal)))))))
531;1Ve_6294;costing;;;AN_NP;cost;;;true;;(ROOT (S (VP (VBG costing))))
553;1Ve_7c1w;costing;;;AN_NP;cost;;;true;;(ROOT (S (VP (VBG costing))))
563;1Ve_7uuo;costing;;;AN_NP;cost;;;true;;(ROOT (S (VP (VBG costing))))
112;1Er_hct3;costing analysis;;;AN_NP;analyse;;costing;true;;(ROOT (S (VP (VBG costing) (NP (NN analysis)))))
479;1Un_jdpj;costing analysis;;;AN_NP;analyse;;costing;true;;(ROOT (S (VP (VBG costing) (NP (NN analysis)))))
538;1Ve_6m1w;costing for sales document;;;AN_NP;cost;;;true;;(ROOT (S (VP (VBG costing) (PP (IN for) (NP (NNS sales) (NN document))))))
560;1Ve_7s3r;costing for sales document;;;AN_NP;cost;;;true;;(ROOT (S (VP (VBG costing) (PP (IN for) (NP (NNS sales) (NN document))))))
350;1Pr_afh-;dependency net distribution;;;AN_NP;distribute;;dependency net;true;;(ROOT (S (VP (VB dependency) (NP (JJ net) (NN distribution)))))
350;1Pr_afh-;document distribution ale;;;AN_NP;distribute;;document;true;;(ROOT (S (VP (VB document) (NP (NN distribution) (NN ale)))))
125;1Er_j5sl;document entry in profit center accounting;;;AN_NP;entry;;document;true;;(ROOT (S (VP (VB document) (NP (NN entry)) (PP (IN in) (NP (NN profit) (NN center) (NN accounting))))))
350;1Pr_afh-;document structure distribution;;;AN_NP;distribute;;document structure;true;;(ROOT (S (VP (VB document) (NP (NN structure) (NN distribution)))))
310;1Pr_10om;document structure processing;;;AN_NP;process;;document structure;true;;(ROOT (S (VP (VB document) (NP (NN structure) (NN processing)))))
405;1Pr_smx-;document structure processing;;;AN_NP;process;;document structure;true;;(ROOT (S (VP (VB document) (NP (NN structure) (NN processing)))))
92;1En_co6p;document template processing;;;AN_NP;process;;document template;true;;(ROOT (S (VP (VB document) (NP (JJ template) (NN processing)))))
98;1En_cqec;document template processing;;;AN_NP;process;;document template;true;;(ROOT (S (VP (VB document) (NP (JJ template) (NN processing)))))
581;1Ve_m4hd;creation / correction of budget plan;;;AN_OF;create, correct;;budget plan;false;;(ROOT (NP (NN creation) (JJ \/) (NN correction) (PP (IN of) (NP (NN budget) (NN plan)))))
590;1Ve_m75y;creation / correction of grant plan;;;AN_OF;create, correct;;grant plan;false;;(ROOT (NP (NN creation) (JJ \/) (NN correction) (PP (IN of) (NP (NN grant) (NN plan)))))
237;1Ku_9l6o;creation and processing of quality notifications;;;AN_OF;create, process;;quality notifications;false;;(ROOT (NP (NN creation) (CC and) (NN processing) (PP (IN of) (NP (NN quality) (NNS notifications)))))
409;1Qu_bs1c;creation and processing of quality notifications;;;AN_OF;create, process;;quality notifications;false;;(ROOT (NP (NN creation) (CC and) (NN processing) (PP (IN of) (NP (NN quality) (NNS notifications)))))
418;1Qu_c7do;creation and processing of quality notifications;;;AN_OF;create, process;;quality notifications;false;;(ROOT (NP (NN creation) (CC and) (NN processing) (PP (IN of) (NP (NN quality) (NNS notifications)))))
424;1Qu_ci6z;creation and processing of quality notifications;;;AN_OF;create, process;;quality notifications;false;;(ROOT (NP (NN creation) (CC and) (NN processing) (PP (IN of) (NP (NN quality) (NNS notifications)))))
419;1Qu_c8yd;creation of a quality certificate;;;AN_OF;create;;a quality certificate;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (DT a) (NN quality) (NN certificate)))))
57;1Be_2fyv;creation of a quality notification;;;AN_OF;create;;a quality notification;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (DT a) (NN quality) (NN notification)))))
16;1An_kmy0;creation of an alternate group of appropriation requests;;;AN_OF;create;;an alternate group;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (DT an) (JJ alternate) (NN group))) (PP (IN of) (NP (NN appropriation) (NNS requests)))))
23;1An_kyxa;creation of an alternate group of appropriation requests;;;AN_OF;create;;an alternate group;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (DT an) (JJ alternate) (NN group))) (PP (IN of) (NP (NN appropriation) (NNS requests)))))
597;1Ve_my35;creation of business event catalog;;;AN_OF;create;;business event catalog;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN business) (NN event) (NN catalog)))))
355;1Pr_cx7a;creation of final invoice;;;AN_OF;create;;final invoice;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (JJ final) (NN invoice)))))
1;1An_kazo;creation of group asset;;;AN_OF;create;;group asset;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN group) (NN asset)))))
36;1An_l89b;creation of leased asset master record;;;AN_OF;create;;leased asset master record;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (VBN leased) (NN asset) (NN master) (NN record)))))
1;1An_kazo;creation of master record for tangible assets;;;AN_OF;create;;master record;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN master) (NN record))) (PP (IN for) (NP (JJ tangible) (NNS assets)))))
4;1An_kex6;creation of master record for tangible assets;;;AN_OF;create;;master record;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN master) (NN record))) (PP (IN for) (NP (JJ tangible) (NNS assets)))))
14;1An_km48;creation of master record for tangible assets;;;AN_OF;create;;master record;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN master) (NN record))) (PP (IN for) (NP (JJ tangible) (NNS assets)))))
592;1Ve_mvdh;creation of offer of business event attendances;;;AN_OF;create;;offer;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN offer))) (PP (IN of) (NP (NN business) (NN event) (NNS attendances)))))
477;1Un_j86j;creation of proposal for profit planning;;;AN_OF;create;;proposal;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN proposal))) (PP (IN for) (NP (NN profit) (NN planning)))))
110;1Er_h5oa;creation of proposal for sales and profit planning;;;AN_OF;create;;proposal;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NN proposal))) (PP (IN for) (NP (NNS sales) (CC and) (NN profit) (NN planning)))))
579;1Ve_m47b;creation of specifications for budget planning;;;AN_OF;create;;specifications;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NNS specifications))) (PP (IN for) (NP (NN budget) (NN planning)))))
574;1Ve_m31t;creation of specifications for compensation planning;;;AN_OF;create;;specifications;false;;(ROOT (NP (NN creation) (PP (IN of) (NP (NNS specifications))) (PP (IN for) (NP (NN compensation) (NN planning)))))
577;1Ve_m3i8;creation / correction of compensation plan;;;AN_OF;create, correct;;compensation plan;false;;(ROOT (NP (NN creation) (JJ \/) (NN correction) (PP (IN of) (NP (NN compensation) (NN plan)))))
233;1Ku_9e6t;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
246;1Ku_9zhk;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
257;1Ku_add8;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
539;1Ve_6mnb;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
547;1Ve_70sp;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
552;1Ve_7btr;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
561;1Ve_7sma;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
571;1Ve_8b2j;credit control;;;AN_NP;control;;credit;false;;(ROOT (NP (NN credit) (NN control)))
163;1Ex_elth;credit management analysis;;;AN_NP;analyse;;credit management;false;;(ROOT (NP (NN credit) (NN management) (NN analysis)))
511;1Ve_4xoy;credit memo from customer complaint / returns;;;NA;;;credit memo;false;;(ROOT (NP (NN credit) (NN memo) (PP (IN from) (NP (NN customer) (NN complaint) (NN \/) (NNS returns)))))
508;1Ve_4ose;credit memo request for rebate settlement;;;AN_NP;;;credit memo request;false;;(ROOT (NP (NN credit) (NN memo) (NN request) (PP (IN for) (NP (NN rebate) (NN settlement)))))
228;1Ku_93jr;credit memo request processing;;;AN_NP;process;;credit memo request;false;;(ROOT (FRAG (NP (NN credit) (NN memo) (NN request) (NN processing))))
510;1Ve_4qka;credit / debit memo request processing;;;AN_NP;process;;credit, debit memo request;false;;(ROOT (FRAG (NP (NN credit) (NNS \/)) (NP (NN debit) (NN memo) (NN request) (NN processing))))
349;1Pr_aag-;cross-system product structure navigation;;;AN_NP;navigate;;product structure crossly;false;;(ROOT (NP (JJ cross-system) (NN product) (NN structure) (NNS navigation)))
132;1Ex_e1oz;currency translation;;;AN_NP;translate;;currency;false;;(ROOT (NP (NN currency) (NN translation)))
151;1Ex_ebbl;currency translation;;;AN_NP;translate;;currency;false;;(ROOT (NP (NN currency) (NN translation)))
489;1Un_k30q;currency translation;;;AN_NP;translate;;currency;false;;(ROOT (NP (NN currency) (NN translation)))
484;1Un_jxpf;currency translation types for data transfer and planning layouts;;;NA;;;currency translation types;false;;(ROOT (NP (NN currency) (NN translation) (NNS types) (PP (IN for) (NP (NN data) (NN transfer) (CC and) (NN planning) (NNS layouts)))))
495;1Un_k964;currency translation types for data transfer and planning layouts;;;NA;;;currency translation types;false;;(ROOT (NP (NN currency) (NN translation) (NNS types) (PP (IN for) (NP (NN data) (NN transfer) (CC and) (NN planning) (NNS layouts)))))
158;1Ex_ei2s;customer account balance interest calculation;;;AN_NP;calculate;;customer account balance interest;false;;(ROOT (FRAG (NP (NN customer)) (NP (NN account) (NN balance) (NN interest) (NN calculation))))
225;1Ku_903f;customer complaint;;;NA;;;customer complaint;false;;(ROOT (NP (NN customer) (NN complaint)))
223;1Ku_8w9x;customer contact processing;;;AN_NP;process;;customer contact;false;;(ROOT (NP (NN customer) (NN contact) (NN processing)))
252;1Ku_a6uv;customer contact processing;;;AN_NP;process;;customer contact;false;;(ROOT (NP (NN customer) (NN contact) (NN processing)))
164;1Ex_emr6;customer credit memo;;;NA;;;customer credit memo;false;;(ROOT (NP (NN customer) (NN credit) (NN memo)))
